,Title,Title_EN,ISBN,Author,Auth_Sugg,az_EN_link,gr_EN_link,az_IT_link,an_IT_link,Yes24_link,Naver_link,Shelves_gr,N_pag,Rating_gr,Rating_Distr_gr,Num_Voti_gr,Num_Rev_gr,Pub_Date_gr,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az
46,유령여단,Ghost Brigade,9788946417786.0,존 스칼지,John Scalzi,https://www.amazon.com/Ghost-Brigades-John-Scalzi/dp/0765354063/,https://www.goodreads.com/book/show/239399.The_Ghost_Brigades,https://www.amazon.it/Brigate-Fantasma-John-Scalzi/dp/8889541962/ref=sr_1_2?keywords=Le+brigate+fantasma&qid=1640808588&s=books&sr=1-2,https://www.anobii.com/books/le-brigate-fantasma/9788889541968/016b2b98747fd6bbc9,http://www.yes24.com/Product/Goods/3992992,http://book.naver.com/bookdb/book_detail.naver?bid=6322270,"['Science Fiction\n2,388 users', 'Fiction\n582 users', 'Space > Space Opera\n236 users', 'War > Military Fiction\n179 users', 'Science Fiction Fantasy\n121 users', 'War\n109 users', 'Space\n95 users', 'Audiobook\n95 users', 'Science Fiction > Aliens\n68 users']",347,4.1,"['33%', '48%', '17%', '2%', '1%']",75207,3525,Published May 1st 2007 by Tor Books (first published March 2006),4.5,"['59%', '31%', '8%', '2%', '0%', '0%', '0%']",2075.0,923.0
47,마지막 행성,Last planet,9788946418080.0,존 스칼지,John Scalzi,https://www.amazon.com/gp/product/0765316978/,https://www.goodreads.com/book/show/88071.The_Last_Colony,https://www.amazon.it/s?k=L%27ultima+colonia+john+scalzi&i=stripbooks&__mk_it_IT=ÅMÅŽÕÑ&crid=39S5SCHNO5VL8&sprefix=l+ultima+colonia+john+scalzi%2Cstripbooks%2C65&ref=nb_sb_noss,https://www.anobii.com/books/l-ultima-colonia/9788898172443/01a9e78bf94e1b93e5,http://www.yes24.com/Product/Goods/5306424,http://book.naver.com/bookdb/book_detail.naver?bid=6679065,"['Science Fiction\n1,886 users', 'Fiction\n458 users', 'Space > Space Opera\n189 users', 'Science Fiction Fantasy\n104 users', 'War > Military Fiction\n104 users', 'Audiobook\n85 users', 'Space\n84 users', 'War\n70 users', 'Science Fiction > Aliens\n52 users']",320,4.07,"['32%', '47%', '18%', '2%', '1%']",58109,2510,Published April 17th 2007 by Tor Books,4.5,"['64%', '28%', '6%', '1%', '1%']",1653.0,717.0
48,미 비포 유 Me Before You,Me Before You,9788952227829.0,조조 모예스,Jojo Moyes,https://www.amazon.com/gp/product/0143124544/,https://www.goodreads.com/book/show/17347634-me-before-you,https://www.amazon.it/Io-prima-te-Edizione-Roughcut/dp/8804662654/ref=sr_1_1?keywords=Io+prima+di+te&qid=1636514670&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804662654%2CB09L4RXTV3%2C8804676698%2C880620680X%2C8804710292%2CB08J5954K5%2CB08TSJYXH1%2CB09HQ2KJDM%2C8804743182%2CB09FS2YJYV%2C8875170606%2CB09FRZW95Y%2C8804741082%2C8893884038%2C8891583561%2CB0952Y9XTM&srpt=ABIS_BOOK,https://www.anobii.com/books/io-prima-di-te/9788804662655/01da3cd0dd05232d0b,http://www.yes24.com/Product/Goods/11875066,http://book.naver.com/bookdb/book_detail.naver?bid=7408122,"['Romance\n8,712 users', 'Fiction\n6,354 users', 'Contemporary\n3,591 users', 'Womens Fiction > Chick Lit\n2,033 users', 'Adult\n1,403 users', 'Adult Fiction\n846 users', 'Audiobook\n693 users', 'Romance > Contemporary Romance\n588 users', 'Drama\n552 users']",369,4.25,"['49%', '33%', '13%', '3%', '2%']",1309868,86415,Published July 30th 2013 by Penguin Books (first published December 31st 2012),4.7,"['78%', '15%', '4%', '1%', '1%']",33637.0,25187.0
49,원 플러스 원,One Plus One,9788952230287.0,조조 모예스,Jojo Moyes,https://www.amazon.com/gp/product/0143127500,https://www.goodreads.com/book/show/23359964-one-plus-one,https://www.amazon.it/Una-più-uno-Jojo-Moyes/dp/8804671025/ref=sr_1_1?keywords=Una+più+uno&qid=1636514783&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804671025%2C841343081X%2C8867026283%2C8828400765%2C8828207949%2C8831431374%2C8867026275%2C8857576841%2CB08WJY4Y8D%2C8864667989%2C8879448447%2C8858142357%2C8891834203%2C1653077832%2C889490640X%2C8832860562,https://www.anobii.com/books/una-piu-uno/9788852069611/01bf2d2c0e82b39d18,http://www.yes24.com/Product/Goods/15259549,http://book.naver.com/bookdb/book_detail.naver?bid=8401099,"['Fiction\n1,342 users', 'Romance\n1,240 users', 'Womens Fiction > Chick Lit\n684 users', 'Contemporary\n535 users', 'Adult\n258 users', 'Audiobook\n188 users', 'Adult Fiction\n176 users', 'Romance > Contemporary Romance\n114 users', 'Family\n107 users']",368,3.95,"['29%', '44%', '21%', '4%', '2%']",159365,12568,Published March 31st 2015 by Penguin Books (first published February 26th 2014),4.5,"['67%', '22%', '7%', '2%', '2%']",6556.0,3962.0
50,허니문 인 파리,Honeymoon Inn Paris,9788952231833.0,조조 모예스,Jojo Moyes,https://www.amazon.com/Honeymoon-in-Paris/dp/140592330X/ref=sr_1_1?crid=25A4UFOVX1DQG&keywords=jojo+moyes+honeymoon+in+paris&qid=1640809323&s=digital-text&sprefix=Jojo+Moyes+hon%2Cdigital-text%2C143&sr=1-1-catcorr,https://www.goodreads.com/book/show/15837724-honeymoon-in-paris,https://www.amazon.it/Luna-miele-Parigi-Jojo-Moyes/dp/8804636033/ref=sr_1_3?__mk_it_IT=ÅMÅŽÕÑ&crid=1L8B8YG7ZDYW2&keywords=La+ragazza+che+hai+lasciato&qid=1640809488&s=books&sprefix=la+ragazza+che+hai+lasciato%2Cstripbooks%2C63&sr=1-3,https://www.anobii.com/books/luna-di-miele-a-parigi/9788804636038/01e0ad6f3cbb152450,http://www.yes24.com/Product/Goods/19830903,http://book.naver.com/bookdb/book_detail.naver?bid=9428030,"['Romance\n158 users', 'Fiction\n109 users', 'Womens Fiction > Chick Lit\n72 users', 'Historical > Historical Fiction\n65 users', 'Contemporary\n40 users', 'Short Stories\n32 users', 'Novella\n26 users', 'Adult Fiction\n16 users', 'Historical\n15 users']",60,3.6,"['18%', '36%', '36%', '8%', '2%']",11015,882,Published August 16th 2012 by Penguin,4.3,"['62%', '15%', '14%', '5%', '4%']",650.0,210.0
51,당신이 남겨두고 간 소녀,Girl livering you leave,9788952233332.0,조조 모예스,Jojo Moyes,https://www.amazon.com/Girl-You-Left-Behind/dp/0718157842/,https://www.goodreads.com/book/show/18693627-the-girl-you-left-behind,https://www.amazon.it/ragazza-che-hai-lasciato/dp/8804638370/ref=sr_1_2?__mk_it_IT=ÅMÅŽÕÑ&crid=1L8B8YG7ZDYW2&keywords=La+ragazza+che+hai+lasciato&qid=1640809488&s=books&sprefix=la+ragazza+che+hai+lasciato%2Cstripbooks%2C63&sr=1-2,https://www.anobii.com/books/la-ragazza-che-hai-lasciato/9788804638377/0128d2d77b9be9c7f5,http://www.yes24.com/Product/Goods/24909329,http://book.naver.com/bookdb/book_detail.naver?bid=10370214,"['Historical > Historical Fiction\n1,472 users', 'Fiction\n962 users', 'Romance\n720 users', 'Historical\n306 users', 'Womens Fiction > Chick Lit\n297 users', 'Contemporary\n185 users', 'Adult\n168 users', 'Adult Fiction\n131 users', 'War\n121 users']",480,4.0,"['35%', '39%', '18%', '4%', '3%']",147172,10841,Published June 24th 2014 by Penguin Books (first published September 27th 2012),4.6,"['73%', '19%', '6%', '1%', '1%']",6178.0,3810.0
52,더 라스트 레터,The Last Letter,9788952234247.0,조조 모예스,Jojo Moyes,https://www.amazon.com/Last-Letter-Your-Lover/dp/0143121103/,https://www.goodreads.com/book/show/12986521-the-last-letter-from-your-lover,https://www.amazon.it/Lultima-lettera-damore-Jojo-Moyes/dp/8804741074/ref=sr_1_1?__mk_it_IT=ÅMÅŽÕÑ&keywords=L%27ultima+lettera+d%27amore&qid=1640809652&s=books&sr=1-1,https://www.anobii.com/books/l-ultima-lettera-d-amore/9788861922211/019e81ed3223179ac0,http://www.yes24.com/Product/Goods/29423929,http://book.naver.com/bookdb/book_detail.naver?bid=10834379,"['Romance\n1,020 users', 'Fiction\n696 users', 'Historical > Historical Fiction\n493 users', 'Womens Fiction > Chick Lit\n335 users', 'Contemporary\n192 users', 'Historical\n121 users', 'Adult\n102 users', 'Adult Fiction\n85 users', 'Audiobook\n81 users']",432,3.99,"['32%', '41%', '21%', '4%', '1%']",95081,8456,Published June 26th 2012 by Penguin Books (first published January 10th 2008),4.5,"['64%', '25%', '7%', '2%', '2%']",6173.0,3120.0
53,스틸 미 Still Me,Steel Me Still Me,9788952240194.0,조조 모예스,Jojo Moyes,https://www.amazon.com/gp/product/039956246X/,https://www.goodreads.com/book/show/41839602-still-me,https://www.amazon.it/Sono-sempre-io-Jojo-Moyes/dp/8804707593/ref=sr_1_1?keywords=Sono+sempre+io&qid=1636514748&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804707593%2C8804676698%2C8820072580%2C8865321512%2C8804734183%2CB08P8QK753%2C8865267712%2C8861894003%2C8804703911%2C8820069407%2CB09919C92S%2CB084DGW931%2C8893080672%2C8893880105%2C8858021673%2C8899741212&srpt=ABIS_EBOOKS,https://www.anobii.com/books/sono-sempre-io/9788804707592/01175033a038839a5f,http://www.yes24.com/Product/Goods/69052938,http://book.naver.com/bookdb/book_detail.naver?bid=14466437,"['Fiction\n1,390 users', 'Romance\n1,254 users', 'Womens Fiction > Chick Lit\n485 users', 'Contemporary\n459 users', 'Audiobook\n335 users', 'Adult\n180 users', 'Adult Fiction\n136 users', 'Novels\n73 users', 'New York\n70 users']",469,4.12,"['37%', '42%', '17%', '3%', '1%']",169551,13603,Published October 23rd 2018 by Penguin Books (first published January 30th 2018),4.6,"['76%', '17%', '6%', '1%', '1%']",10502.0,2483.0
54,지구 속 여행,Travel in the Earth,9788970635446.0,쥘 베른,Jules Verne,https://www.amazon.com/gp/product/B074W95Z2Y/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i1,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,https://www.amazon.it/Viaggio-al-centro-della-Terra/dp/8809779835/ref=sr_1_6?__mk_it_IT=ÅMÅŽÕÑ&crid=22HDNYVPLWRM2&keywords=Viaggio+al+centro+della+terra&qid=1640810060&s=books&sprefix=viaggio+al+centro+della+terra%2Cstripbooks%2C66&sr=1-6,https://www.anobii.com/books/viaggio-al-centro-della-terra/01554cb6af75f26851,http://www.yes24.com/Product/Goods/2497086,http://book.naver.com/bookdb/book_detail.naver?bid=2748508,"['Classics\n5,046 users', 'Science Fiction\n2,721 users', 'Fiction\n2,121 users', 'Adventure\n1,115 users', 'Fantasy\n953 users', 'Cultural > France\n323 users', 'Literature\n280 users', 'Novels\n236 users', 'Audiobook\n195 users']",240,3.86,"['28%', '38%', '27%', '6%', '2%']",171139,6306,Published April 25th 2006 by Bantam (first published November 25th 1864),4.4,"['67%', '20%', '7%', '3%', '4%']",3005.0,691.0
55,해저 2만리,2 million seabed,9788972883548.0,쥘 베른,Jules Verne,https://www.amazon.com/gp/product/B09G6XLN6V/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i8,https://www.goodreads.com/book/show/15762322-20-000-leagues-under-the-sea-and-other-classic-novels,https://www.amazon.it/Ventimila-leghe-sotto-i-mari/dp/8807902907/ref=sr_1_1?keywords=Ventimila+leghe+sotto+i+mari&qid=1636516231&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8807902907%2C8854180858%2C8893081067%2C888337164X%2C8854035564%2C8856603276%2C8847730783%2C8851177635%2C8804565853%2C8847736676%2C8883376293%2C8899010765%2CB00ZNKE76K%2C8856682192%2C8865513497%2C8846834550&srpt=ABIS_BOOK,https://www.anobii.com/books/ventimila-leghe-sotto-i-mari/01cafdf091f845181d,http://www.yes24.com/Product/Goods/3510660,http://book.naver.com/bookdb/book_detail.naver?bid=6060892,"['Classics\n156 users', 'Fiction\n68 users', 'Science Fiction\n47 users', 'Adventure\n28 users', 'Fantasy\n16 users', 'Audiobook\n11 users', 'Novels\n9 users', 'Literature\n9 users', 'Childrens\n7 users']",739,3.95,"['34%', '36%', '23%', '5%', '2%']",6831,390,Published 2012 by Fall River Press,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,2.0
56,삼체,Three,9788954430074.0,류츠신,Liu Cixin,https://www.amazon.com/gp/product/0765377063/,https://www.goodreads.com/book/show/20518872-the-three-body-problem,https://www.amazon.it/problema-dei-tre-corpi/dp/8804680601/ref=sr_1_1?__mk_it_IT=ÅMÅŽÕÑ&crid=15XQH7UEVTZEH&keywords=liu+cixin&qid=1640810206&s=books&sprefix=liu+cixin%2Cstripbooks%2C85&sr=1-1,https://www.anobii.com/books/il-problema-dei-tre-corpi/9788804680604/01a2682f7e033e0b47,http://www.yes24.com/Product/Goods/10989926,http://book.naver.com/bookdb/book_detail.naver?bid=7301452,"['Science Fiction\n5,802 users', 'Fiction\n3,418 users', 'Cultural > China\n627 users', 'Science Fiction Fantasy\n420 users', 'Audiobook\n332 users', 'Fantasy\n329 users', 'Science Fiction > Aliens\n220 users', 'Novels\n206 users', 'Speculative Fiction\n188 users']",399,4.06,"['38%', '38%', '17%', '5%', '2%']",194663,18768,Published November 11th 2014 by Tor Books (first published May 2006),4.3,"['59%', '22%', '11%', '4%', '3%']",8466.0,2699.0
57,시녀 이야기,Maid story,9791158883843.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/handmaids-tale-Margaret-Atwood/dp/0099740915/,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,https://www.amazon.it/racconto-dellancella-Margaret-Atwood/dp/8833312259/ref=sr_1_1?keywords=Il+racconto+dell%27ancella&qid=1636516412&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8833312259%2C8833315150%2C6202949422%2C8833312410%2C8833311325%2C8828203617%2C0099740915%2C8899253501%2CB09CRNHVZB%2C8830901628%2C1521893675%2C1646081528%2CB09J56XZVG%2C8804666854%2CB0991DQ56W%2C1943149380&srpt=ABIS_BOOK,https://www.anobii.com/books/il-racconto-dell-ancella/01bdb4a31a8e2f564f,http://www.yes24.com/Product/Goods/60564121,http://book.naver.com/bookdb/book_detail.naver?bid=13561440,"['Fiction\n17,571 users', 'Classics\n12,241 users', 'Science Fiction > Dystopia\n7,926 users', 'Science Fiction\n6,147 users', 'Feminism\n3,901 users', 'Fantasy\n1,790 users', 'Adult\n1,484 users', 'Audiobook\n1,339 users', 'Literature\n1,258 users']",314,4.12,"['43%', '35%', '15%', '4%', '2%']",1653434,78390,Published April 1998 by Anchor Books (first published August 1985),4.5,"['71%', '15%', '7%', '3%', '3%']",34690.0,9031.0
58,증언들,Testimony,9791158886134.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/Testaments-WINNER-BOOKER-PRIZE-2019/dp/1784708216/,https://www.goodreads.com/book/show/42975172-the-testaments,https://www.amazon.it/I-testamenti-Margaret-Atwood/dp/8833312410/ref=sr_1_1?keywords=I+testamenti&qid=1636516398&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8833312410%2C8848323413%2C8830216070%2C8893625008%2C8891426199%2C8848323820%2C8848323847%2C8832852713%2C889142739X%2C8891427810%2C8848323928%2C8830205230%2C8891422622%2C8893625059%2C8809904222%2C8848323715&srpt=ABIS_BOOK,https://www.anobii.com/books/i-testamenti/9788833312415/01347858c32e3d614b,http://www.yes24.com/Product/Goods/85578343,http://book.naver.com/bookdb/book_detail.naver?bid=16030804,"['Fiction\n4,172 users', 'Science Fiction > Dystopia\n1,665 users', 'Science Fiction\n937 users', 'Feminism\n804 users', 'Audiobook\n625 users', 'Adult\n304 users', 'Cultural > Canada\n283 users', 'Classics\n266 users', 'Speculative Fiction\n253 users']",422,4.2,"['43%', '39%', '15%', '3%', '1%']",272496,26179,Published September 10th 2019 by Nan A. Talese,4.6,"['77%', '15%', '5%', '2%', '1%']",25803.0,3175.0
59,도둑 신부 1,Thieves Bride 1,9788937490446.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/Robber-Bride-Margaret-Atwood/dp/1853817228/,https://www.goodreads.com/book/show/17650.The_Robber_Bride,https://www.amazon.it/donna-che-rubava-mariti/dp/8880894986/ref=sr_1_1?__mk_it_IT=ÅMÅŽÕÑ&keywords=La+donna+che+rubava+i+mariti&qid=1640811199&s=books&sr=1-1,https://www.anobii.com/books/la-donna-che-rubava-i-mariti/9788880894988/011420bbb5fa3df6b8,http://www.yes24.com/Product/Goods/5078404,http://book.naver.com/bookdb/book_detail.naver?bid=6627566,"['Fiction\n1,367 users', 'Cultural > Canada\n227 users', 'Contemporary\n187 users', 'Literary Fiction\n164 users', 'Novels\n102 users', 'Feminism\n99 users', 'Literature\n95 users', 'Womens\n65 users', 'Adult Fiction\n63 users']",528,3.81,"['26%', '40%', '25%', '6%', '3%']",45846,2317,Published January 20th 1998 by Anchor (first published 1993),4.3,"['64%', '18%', '10%', '3%', '4%']",296.0,91.0
60,글쓰기에 대하여,About writing,9791189336325.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/gp/product/1844080277/,https://www.goodreads.com/book/show/17647.Negotiating_with_the_Dead,https://www.amazon.it/Negoziando-ombre-Margaret-Atwood/dp/8879285556/ref=sr_1_1?__mk_it_IT=ÅMÅŽÕÑ&keywords=Negoziando+con+le+ombre&qid=1640811357&s=books&sr=1-1,https://www.anobii.com/books/negoziando-con-le-ombre/9788879285551/017ca0ed738405a84b,http://www.yes24.com/Product/Goods/97559677,http://book.naver.com/bookdb/book_detail.naver?bid=18004710,"['Nonfiction\n313 users', 'Language > Writing\n298 users', 'Writing > Essays\n87 users', 'Cultural > Canada\n27 users', 'Autobiography > Memoir\n25 users', 'Criticism > Literary Criticism\n19 users', 'Literature\n14 users', 'Biography\n12 users', 'Literature > Canadian Literature\n12 users']",198,3.92,"['28%', '41%', '25%', '4%', '1%']",3734,454,Published 2003 by Virago Press (first published March 6th 2002),4.5,"['70%', '16%', '10%', '2%', '2%']",94.0,36.0
61,그레이스,Grace,9788937434631.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/gp/product/0385475713/,https://www.goodreads.com/book/show/72579.Alias_Grace,https://www.amazon.it/Laltra-Grace-Margaret-Atwood/dp/8868337371/ref=sr_1_1?keywords=L%27altra+Grace&qid=1636516433&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868337371%2C8880896679%2C8833312410%2CB00KCM2OM8%2C8833311325%2C8833315150%2CB07B4KW68K%2CB08NZVF8LR%2C8862201273%2C1860492592%2CB005SZ4ARQ%2CB01N0NDQ2S%2C8817104922%2CB098749LQ9%2CB07BS34J73%2CB08Y6PHFGH&srpt=ABIS_BOOK,https://www.anobii.com/books/l-altra-grace/9788880896678/015e10485e0702569c,http://www.yes24.com/Product/Goods/55245370,http://book.naver.com/bookdb/book_detail.naver?bid=12692102,"['Historical > Historical Fiction\n2,700 users', 'Fiction\n2,634 users', 'Mystery\n704 users', 'Historical\n556 users', 'Cultural > Canada\n474 users', 'Classics\n343 users', 'Literary Fiction\n297 users', 'Mystery > Crime\n269 users', 'Literature\n188 users']",468,4.03,"['33%', '43%', '19%', '4%', '1%']",126908,7257,Published December 1996 by Doubleday Nan A. Talese (first published September 7th 1996),4.4,"['65%', '20%', '10%', '3%', '2%']",1933.0,602.0
62,도덕적 혼란,Moral confusion,9788937413285.0,마거릿 애트우드,Margaret Atwood,https://www.amazon.com/Moral-Disorder-Stories-Margaret-Atwood/dp/0385721641/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1640811535&sr=8-1,https://www.goodreads.com/book/show/17644.Moral_Disorder_and_Other_Stories,https://www.amazon.it/Disordine-morale-Margaret-Atwood/dp/8879288997/ref=sr_1_1?keywords=Disordine+morale&qid=1640811657&s=books&sr=1-1,https://www.anobii.com/books/disordine-morale/9788879288996/0198c892a91db9960f,http://www.yes24.com/Product/Goods/94882821,http://book.naver.com/bookdb/book_detail.naver?bid=17073693,"['Short Stories\n513 users', 'Fiction\n428 users', 'Cultural > Canada\n91 users', 'Literature\n36 users', 'Audiobook\n32 users', 'Literary Fiction\n32 users', 'Contemporary\n26 users', 'Literature > Canadian Literature\n24 users', 'Adult Fiction\n18 users']",255,3.64,"['18%', '40%', '33%', '8%', '2%']",10849,1070,Published October 17th 2006 by Nan A. Talese (first published September 4th 2006),4.5,"['68%', '18%', '8%', '4%', '3%']",127.0,50.0
63,블랙 에코,Black Eco,9788925539331.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Black-Echo-Michael-Connelly/dp/0446612731/,https://www.goodreads.com/book/show/32508.The_Black_Echo,https://www.amazon.it/memoria-del-topo-Michael-Connelly/dp/8868366452/ref=sr_1_1?keywords=La+memoria+del+topo&qid=1636516854&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868366452%2C8868366908%2C8838941920%2C8830609684%2C8838941661%2CB096HPHPZH%2C8822752317%2C8806219715%2C0006540279%2C8804732261%2C8850248636%2CB091W9M6BT%2C8820072084%2C8833800997%2C8838940959%2C1980985456&srpt=ABIS_BOOK,https://www.anobii.com/books/la-memoria-del-topo/9788871333816/01eac06ebec590c722,http://www.yes24.com/Product/Goods/3956323,http://book.naver.com/bookdb/book_detail.naver?bid=6311458,"['Mystery\n1,711 users', 'Fiction\n1,024 users', 'Mystery > Crime\n916 users', 'Thriller\n654 users', 'Thriller > Mystery Thriller\n302 users', 'Mystery > Detective\n242 users', 'Suspense\n147 users', 'Audiobook\n135 users', 'Contemporary\n56 users']",482,4.09,"['39%', '40%', '16%', '3%', '2%']",173605,4934,Published December 1st 2002 by Grand Central Publishing (first published January 21st 1992),4.6,"['69%', '22%', '6%', '1%', '1%']",8138.0,3808.0
64,블러드 워크,Bloodwork,9788925534770.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Blood-Work-Michael-Connelly/dp/0446690449/,https://www.goodreads.com/book/show/32504.Blood_Work,https://www.amazon.it/Debito-sangue-Michael-Connelly/dp/8868366932/ref=sr_1_1?keywords=Debito+di+sangue&qid=1636516673&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868366932%2C8892760815%2C8869057836%2C889572464X%2CB00ACH90XE%2CB00J2FFCRA%2C8838493774%2CB08S27PCR8%2C8833800253%2CB086ZF31T1%2C8856672952%2C1478948329%2C8868366924%2C8868366452%2C8868366150%2CB08TMDW89F,https://www.anobii.com/books/debito-di-sangue/01c802b84f74371e55,http://www.yes24.com/Product/Goods/3591530,http://book.naver.com/bookdb/book_detail.naver?bid=6111257,"['Mystery\n581 users', 'Fiction\n352 users', 'Mystery > Crime\n315 users', 'Thriller\n218 users', 'Thriller > Mystery Thriller\n94 users', 'Mystery > Detective\n81 users', 'Suspense\n71 users', 'Audiobook\n43 users', 'Adult\n18 users']",480,4.13,"['37%', '42%', '17%', '2%', '1%']",52003,1588,Published July 1st 2002 by Grand Central Pub (first published March 2nd 1998),4.6,"['68%', '23%', '5%', '2%', '1%']",1945.0,655.0
65,실종,missing,9788925532943.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Chasing-Dime-Michael-Connelly/dp/044661162X/,https://www.goodreads.com/book/show/32507.Chasing_the_Dime,https://www.amazon.it/Utente-sconosciuto-Michael-Connelly/dp/8868367343,https://www.anobii.com/books/utente-sconosciuto/9788838473715/0171722a41fe67d809,http://www.yes24.com/Product/Goods/3413910,http://book.naver.com/bookdb/book_detail.naver?bid=6025226,"['Mystery\n365 users', 'Fiction\n226 users', 'Mystery > Crime\n180 users', 'Thriller\n151 users', 'Suspense\n62 users', 'Thriller > Mystery Thriller\n51 users', 'Mystery > Detective\n49 users', 'Audiobook\n25 users', 'Emergency Services > Police\n13 users']",448,3.96,"['32%', '39%', '23%', '5%', '1%']",33212,1184,Published September 1st 2003 by Warner Books (first published October 15th 2002),4.3,"['59%', '23%', '11%', '4%', '3%']",1732.0,584.0
66,드롭：위기의 남자,Drop: Crisis man,9788925563343.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Drop-Michael-Connelly/dp/0316069418/,https://www.goodreads.com/book/show/11082037-the-drop,https://www.amazon.it/caduta-Albert-Camus/dp/8845299716/ref=sr_1_1?keywords=La+caduta&qid=1636516811&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8845299716%2C8899912262%2CB00OMF8PK6%2C8833801705%2C8845298973%2C8806246232%2C8834736818%2C8868773449%2C8874527047%2CB095MLNWPR%2C8849864426%2C8811819768%2C8804721081%2C8811815401%2C8832851741%2C8855449834,https://www.anobii.com/books/la-caduta/9788856621303/01eebf04f100b4734a,http://www.yes24.com/Product/Goods/59226653,http://book.naver.com/bookdb/book_detail.naver?bid=13415593,"['Mystery\n697 users', 'Fiction\n425 users', 'Mystery > Crime\n344 users', 'Thriller\n184 users', 'Thriller > Mystery Thriller\n112 users', 'Mystery > Detective\n109 users', 'Audiobook\n76 users', 'Suspense\n62 users', 'Mystery > Murder Mystery\n22 users']",388,4.17,"['38%', '45%', '15%', '2%', '1%']",60015,3172,"Published November 28th 2011 by Little, Brown and Company",4.6,"['71%', '23%', '5%', '1%', '1%']",4491.0,1902.0
67,배심원단,Jury,9788925568966.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Gods-Guilt-Michael-Connelly/dp/0316069515/,https://www.goodreads.com/book/show/17333227-the-gods-of-guilt,https://www.amazon.it/della-colpa-thriller-Mickey-Haller-ebook/dp/B017IY2634/ref=sr_1_1?keywords=Il+Dio+della+colpa&qid=1636516714&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B017IY2634%2CB08VY76SNP%2C8867766511%2C8804516267%2C8834604512%2CB08CGDP32C%2C1511800305%2CB08T43TD92%2C8810403118%2C8828731281%2C8817031429%2C8868366630%2CB09BR94RHR%2C8868368013%2CB08NR9QWN9%2CB08N3R7GSG&srpt=ABIS_BOOK,https://www.anobii.com/books/il-dio-della-colpa/9788868368210/010765beeb4fc71e40,http://www.yes24.com/Product/Goods/89555180,http://book.naver.com/bookdb/book_detail.naver?bid=16294376,"['Mystery\n532 users', 'Fiction\n429 users', 'Mystery > Crime\n262 users', 'Thriller\n202 users', 'Thriller > Legal Thriller\n133 users', 'Audiobook\n92 users', 'Thriller > Mystery Thriller\n83 users', 'Suspense\n77 users', 'Mystery > Detective\n39 users']",389,4.15,"['37%', '44%', '16%', '2%', '1%']",50035,3718,"Published December 2nd 2013 by Little, Brown and Company",4.6,"['67%', '24%', '6%', '1%', '1%']",8039.0,4439.0
