,Unnamed: 0,Link_Anobii,Author,Title,ISBN_an,Shelves_An,Num_Rev_An,Num_Voti_An,Stars_An,Num_Pages_An,Pub_Date_An,Lingua_An,Link_Amazon,Link_Amazon2,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az,Lingua_az
831,831,https://www.anobii.com/books/il-giro-del-mondo-in-80-giorni/01ab1ce1054593813b,Jules Verne,Il giro del mondo in 80 giorni,234,"[' Travel ', ' Science Fiction & Fantasy ', ' Fiction & Literature ']",476,5792,3.98,234,"Publisher
Il Sole 24 Ore","About this Edition
All Editions",https://affiliates.anobii.com/editions/01ab1ce1054593813b/amazon-it,https://www.amazon.it/giro-mondo-giorni-Ediz-integrale/dp/8854192813/ref=sr_1_1?keywords=Il+giro+del+mondo+in+80+giorni&qid=1636515375&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8854192813%2C8809776151%2C1474948588%2C8838474486%2C8807894130%2C8856671689%2C885801796X%2C8867903578%2C8817148997%2C8817039144%2C8856669781%2C8867223747%2C8862988850%2C885403178X%2C8834740459%2C886158134X&srpt=ABIS_BOOK,Il giro del mondo in 80 giorni. Ediz. integrale,Jules Verne,978-8854192812,190,4.4,"['69%', '16%', '8%', '1%', '5%']",540.0,177.0,"
Editore
‏
:
‎

Newton Compton Editori; Unabridged edizione (14 luglio 2016)
","
Lingua
‏
:
‎

Italiano
"
832,832,https://www.anobii.com/books/il-giro-del-mondo-in-80-giorni-i-violatori-del-blocco-il-dottor-oss/01ff2b1e4f590b22f0,Jules Verne,Il giro del mondo in 80 giorni - I violatori del blocco - Il dottor Oss,281,[' Fiction & Literature '],6,3,4.67,281,"Publisher
Mursia",About this Edition,https://affiliates.anobii.com/editions/01ff2b1e4f590b22f0/amazon-it,https://www.amazon.it/giro-mondo-giorni-Ediz-integrale/dp/8854192813/ref=sr_1_1?keywords=Il+giro+del+mondo+in+80+giorni+-+I+violatori+del+blocco+-+Il+dottor+Oss&qid=1636515382&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8854192813%2C8809776151%2C8883371984%2C885801796X&srpt=ABIS_BOOK,Il giro del mondo in 80 giorni. Ediz. integrale,Jules Verne,978-8854192812,190,4.4,"['69%', '16%', '8%', '1%', '5%']",540.0,177.0,"
Editore
‏
:
‎

Newton Compton Editori; Unabridged edizione (14 luglio 2016)
","
Lingua
‏
:
‎

Italiano
"
833,833,https://www.anobii.com/books/il-giro-del-mondo-in-ottanta-giorni/9788807894138/02068f972f5808a7aa,Jules Verne,Il giro del mondo in ottanta giorni,9788807894138,error,0,0,0.0,256,"Publisher
Feltrinelli",About this Edition,https://affiliates.anobii.com/editions/02068f972f5808a7aa/amazon-it,https://www.amazon.it/giro-del-mondo-80-giorni/dp/8817014656/ref=sr_1_1?keywords=Il+giro+del+mondo+in+ottanta+giorni&qid=1636515388&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8817014656%2C8851172781%2C8807894130%2C8809776151%2C8807900807%2C8817147494%2C8883371984%2C8842401943%2C8869980901%2C8854048895%2CB01BY1VN2W%2C8841864036%2C8889145277%2C8854192813%2C8809877241%2C1474948588&srpt=ABIS_BOOK,Il giro del mondo in ottanta giorni,Jules Verne,978-8817014656,285,4.8,"['83%', '12%', '5%', '0%', '0%', '0%', '0%', '0%', '0%']",26.0,13.0,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli; 1° edizione (10 gennaio 2007)
","
Lingua
‏
:
‎

Italiano
"
834,834,https://www.anobii.com/books/il-giro-del-mondo-in-ottanta-giorni-e-i-volontari-del-blocco-frritt-flacc/018f93b3de8e65316a,Jules Verne,Il giro del mondo in ottanta giorni e I volontari del blocco - Frritt- Flacc,336,error,2,13,3.88,336,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/018f93b3de8e65316a/amazon-it,https://www.amazon.it/giro-mondo-giorni-Ediz-integrale/dp/8854192813/ref=sr_1_1?keywords=Il+giro+del+mondo+in+ottanta+giorni+e+I+volontari+del+blocco+-+Frritt-+Flacc&qid=1636515395&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8854192813%2C8809776151%2C885801796X&srpt=ABIS_BOOK,Il giro del mondo in 80 giorni. Ediz. integrale,Jules Verne,978-8854192812,190,4.4,"['69%', '16%', '8%', '1%', '5%']",540.0,177.0,"
Editore
‏
:
‎

Newton Compton Editori; Unabridged edizione (14 luglio 2016)
","
Lingua
‏
:
‎

Italiano
"
835,835,https://www.anobii.com/books/il-mio-primo-giro-del-mondo-in-80-giorni/9788855221368/02b870a8af4fa5b3a5,Jules Verne,Il mio primo giro del mondo in 80 giorni,9788855221368,error,0,0,0.0,32,"Publisher
Donzelli",About this Edition,https://affiliates.anobii.com/editions/02b870a8af4fa5b3a5/amazon-it,https://www.amazon.it/primo-mondo-giorni-Ediz-colori/dp/8855221361/ref=sr_1_1?keywords=Il+mio+primo+giro+del+mondo+in+80+giorni&qid=1636515402&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8855221361%2C8804684143%2C8859011035%2C8885982166%2C8807894130%2C8856603276%2C8856649187%2C8809776151%2C8809766016%2C8883371984%2C8851172781%2C885801796X%2CB00BPE4XEY&srpt=ABIS_BOOK,Il mio primo giro del mondo in 80 giorni. Ediz. a colori,Jules Verne,978-8855221368,32,4.4,"['69%', '16%', '8%', '1%', '5%']",540.0,177.0,"
Editore
‏
:
‎

Donzelli; Illustrated edizione (26 novembre 2020)
","
Lingua
‏
:
‎

Italiano
"
836,836,https://www.anobii.com/books/il-mondo-sottosopra/01e6fa804adc665964,Jules Verne,Il mondo sottosopra,A000024929,error,1,9,3.11,142,"Publisher
Hachette",About this Edition,https://affiliates.anobii.com/editions/01e6fa804adc665964/amazon-it,https://www.amazon.it/mondo-sottosopra-Massimo-Polidoro/dp/8856672650/ref=sr_1_1?keywords=Il+mondo+sottosopra&qid=1636515408&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8856672650%2C8894534618%2C8842501654%2CB005LHQQXW%2CB09CRTMFRL%2C8863724636%2C8874188501%2C8873260918%2C8899896879%2CB087LXPT1J%2C8898624239%2CB08PJWK1GK%2CB08KMMYN9G%2C8893676672%2CB08KH11P1M%2CB08ZW46TD7&srpt=ABIS_BOOK,Il mondo sottosopra,Massimo Polidoro,978-8856672657,528,4.7,"['79%', '14%', '4%', '1%', '2%']",264.0,70.0,"
Editore
‏
:
‎

Piemme (29 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
"
837,837,https://www.anobii.com/books/il-paese-delle-pellicce/9788818033762/014bf3929135f965af,Jules Verne,Il paese delle pellicce,9788818033762,"[' Travel ', ' Science Fiction & Fantasy ', ' Fiction & Literature ']",6,41,3.84,320,"Publisher
Rusconi","About this Edition
All Editions",https://affiliates.anobii.com/editions/014bf3929135f965af/amazon-it,https://www.amazon.it/paese-delle-pellicce-Jules-Verne/dp/881803376X/ref=sr_1_1?keywords=Il+paese+delle+pellicce&qid=1636515415&qsid=260-7043333-5119002&s=books&sr=1-1&sres=881803376X%2CB071YKTZZR%2CB07CZKKVMW%2C8898523270%2CB09919C92S%2C8868603357%2C886745093X%2CB07T4JRVD1%2CB00SBEY21A%2C8833700089%2CB00240E884%2CB013VML7WI%2CB00H2G6SVU%2CB00H2F0VD2%2C8889210257%2CB0867KDPFV&srpt=ABIS_BOOK,Il paese delle pellicce. Ediz. integrale,Jules Verne,978-8818033762,320,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Rusconi Libri; Unabridged edizione (4 dicembre 2019)
","
Lingua
‏
:
‎

Italiano
"
838,838,https://www.anobii.com/books/il-pilota-del-danubio/01874ccb1648c767e9,Jules Verne,Il pilota del Danubio,A000024916,"[' Travel ', ' Sport, Outdoor activities & Adventure ', ' Mystery & Thrillers ']",1,11,3.45,187,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/01874ccb1648c767e9/amazon-it,https://www.amazon.it/pilota-del-Danubio-Jules-Verne/dp/8842507911/ref=sr_1_1?keywords=Il+pilota+del+Danubio&qid=1636515422&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842507911%2CB0711RTGWG%2CB084KYV6Z8%2CB007JTJNS0%2C8887297541&srpt=ABIS_BOOK,Il pilota del Danubio,Jules Verne,978-8842507918,192,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
Editore
‏
:
‎

Ugo Mursia Editore (1 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
839,839,https://www.anobii.com/books/il-raggio-verde/017b12e1c3404a3429,Jules Verne,Il raggio verde,A000024884,"[' Travel ', ' Science Fiction & Fantasy ', ' Fiction & Literature ']",6,56,3.52,150,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/017b12e1c3404a3429/amazon-it,https://www.amazon.it/raggio-verde-Riflessioni-interpretazioni-sociologiche/dp/8857542351/ref=sr_1_1?keywords=Il+raggio+verde&qid=1636515429&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8857542351%2C8862260474%2CB078PS6955%2CB01BY1NWJO%2C8885789455%2CB07F2K2JTK%2C8833282562%2C8897012965%2CB0096E40A2%2C8844412187%2C8862760116%2CB08815MGMT%2C8899679509%2C889967941X%2C889967986X%2C889967972X&srpt=ABIS_BOOK,Il raggio verde: una metafora del confine. Riflessioni erratiche e interpretazioni sociologiche,Linda De Feo,978-8857542355,174,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Mimesis (23 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
"
840,840,https://www.anobii.com/books/il-raggio-verde-e-il-pilota-del-danubio/01f7eea5749f5879d9,Jules Verne,Il raggio verde e Il pilota del Danubio,383,"[' Travel ', ' Fiction & Literature ']",2,0,0.0,383,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01f7eea5749f5879d9/amazon-it,https://www.amazon.it/verde-blu-ingenue-migliorare-politica/dp/8832851687/ref=sr_1_1?keywords=Il+raggio+verde+e+Il+pilota+del+Danubio&qid=1636515436&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8832851687%2C8857542351&srpt=ABIS_BOOK,Il verde e il blu. Idee ingenue per migliorare la politica,Luciano Floridi,"
:
‎

280 g
",10,4.4,"['61%', '22%', '12%', '0%', '0%', '0%', '4%']",35.0,3.0,"
Editore
‏
:
‎

Cortina Raffaello (28 maggio 2020)
","
Lingua
‏
:
‎

Italiano
"
841,841,https://www.anobii.com/books/il-segreto-dell-isola/01f2007067a65be3ad,Jules Verne,Il segreto dell'isola,A000085465,error,8,1,5.0,85465,"Publisher
SAIE",About this Edition,https://affiliates.anobii.com/editions/01f2007067a65be3ad/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A01375242LD274K35IPHG&url=%2Fsegreto-lord-Selvaggio-spionaggio-mistero-ebook%2Fdp%2FB09J4ZKTL6%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DIl%2Bsegreto%2Bdell%2527isola%26qid%3D1636515443%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636515443&id=1016949027461735&widgetName=sp_atf,"Il segreto di lord Selvaggio: Una storia di spionaggio, mistero e amore eterno",Dama Beltrán,"
‏
:
‎

Abilit",2328,3.7,"['37%', '31%', '9%', '14%', '9%']",error,error,"
ASIN
‏
:
‎

B09J4ZKTL6
","
Lingua
‏
:
‎

Italiano
"
842,842,https://www.anobii.com/books/il-segreto-di-guglielmo-storitz/0181721b1e03543b22,Jules Verne,Il segreto di Guglielmo Storitz,202,[' Fiction & Literature '],1,0,0.0,202,"Publisher
C. Cioffi",About this Edition,https://affiliates.anobii.com/editions/0181721b1e03543b22/amazon-it,https://www.amazon.it/segreto-Guglielmo-Storitz-VERNE-Giulio/dp/B007WDDV1S/ref=sr_1_1?keywords=Il+segreto+di+Guglielmo+Storitz&qid=1636515450&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B007WDDV1S%2CB07CZKVQL9&srpt=ABIS_BOOK,Il segreto di Guglielmo Storitz.,VERNE Giulio -,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B007WDDV1S
","
Editore
‏
:
‎

Milano, Sonzogno (31 dicembre 1931)
"
843,843,https://www.anobii.com/books/il-superbo-orinoco/019be88d599ef86db9,Jules Verne,Il superbo Orinoco,A000024945,"[' Travel ', ' Teens ']",1,12,3.5,296,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/019be88d599ef86db9/amazon-it,https://www.amazon.it/superbo-Orinoco-Jules-Verne/dp/884251067X/ref=sr_1_1?keywords=Il+superbo+Orinoco&qid=1636515457&qsid=260-7043333-5119002&s=books&sr=1-1&sres=884251067X%2CB01EX1QC26&srpt=ABIS_BOOK,Il superbo Orinoco,Jules Verne,978-8842510673,254,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore; 2° edizione (1 settembre 1991)
","
Lingua
‏
:
‎

Italiano
"
844,844,https://www.anobii.com/books/il-testamento-di-uno-stravagante/01b02ed21dc6176d31,Jules Verne,Il testamento di uno stravagante,275,"[' Travel ', ' Fiction & Literature ']",3,28,3.95,275,"Publisher
Mursia","About this Edition
All Editions",https://affiliates.anobii.com/editions/01b02ed21dc6176d31/amazon-it,https://www.amazon.it/testamento-uno-stravagante-Jules-Verne/dp/8842511757/ref=sr_1_1?keywords=Il+testamento+di+uno+stravagante&qid=1636515464&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842511757%2CB084KKK859%2CB01II8Z3W0%2CB0170EW14G%2CB09BZR1S7C%2CB09GL1174V&srpt=ABIS_BOOK,Il testamento di uno stravagante,Jules Verne,978-8842511755,288,3.9,"['44%', '0%', '0%', '0%', '56%', '0%', '0%', '0%', '0%', '0%', '0%']",2.0,1.0,"
Editore
‏
:
‎

Ugo Mursia Editore; 2° edizione (1 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
845,845,https://www.anobii.com/books/il-villaggio-aereo/0169e5fd06632f8cbe,Jules Verne,Il villaggio aereo,A000024890,[' Fiction & Literature '],2,15,3.1,158,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/0169e5fd06632f8cbe/amazon-it,https://www.amazon.it/villaggio-aereo-fantasie-Jean-Marie-Cabidoulin/dp/8842514977/ref=sr_1_1?keywords=Il+villaggio+aereo&qid=1636515471&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842514977%2CB00QV999V0%2CB00Q8A0MV8%2CB09HQ2K7SY%2CB09JBKMRVC%2CB095MLH8VR%2C3672817023%2CB086T4YYBG,Il villaggio aereo-Le fantasie di Jean-Marie Cabidoulin,Jules Verne,"
:
‎

358 g
",10,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore (4 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
846,846,https://www.anobii.com/books/il-villaggio-aereo-le-fantasie-di-jean-marie-cabidoulin/9788842514978/019eb0f167baee77fd,Jules Verne,Il villaggio aereo; ­Le fantasie di Jean-Marie Cabidoulin,9788842514978,error,5,3,3.67,262,"Publisher
Mursia",About this Edition,https://affiliates.anobii.com/editions/019eb0f167baee77fd/amazon-it,https://www.amazon.it/villaggio-aereo-fantasie-Jean-Marie-Cabidoulin/dp/8842514977/ref=sr_1_1?keywords=Il+villaggio+aereo%3B+%C2%ADLe+fantasie+di+Jean-Marie+Cabidoulin&qid=1636515478&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842514977,Il villaggio aereo-Le fantasie di Jean-Marie Cabidoulin,Jules Verne,"
:
‎

358 g
",10,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore (4 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
847,847,https://www.anobii.com/books/il-vulcano-d-oro/01fb60a531ff713190,Jules Verne,Il vulcano d'oro,A000024865,"[' Sport, Outdoor activities & Adventure ', ' Fiction & Literature ']",2,45,3.64,317,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/01fb60a531ff713190/amazon-it,https://www.amazon.it/vulcano-doro-straordinari-ragazzi-Collezione/dp/B076Z3TJ4Z/ref=sr_1_1?keywords=Il+vulcano+d%27oro&qid=1636515485&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B076Z3TJ4Z%2CB00EV0BITM%2CB00QU0T4M4%2CB08ZJNGV7R%2CB01F70ILNA,Il vulcano d'oro - I viaggi straordinari libri ragazzi Collezione Hetzel,Jules Verne,error,1,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B076Z3TJ4Z
","
Editore
‏
:
‎

CDE (1 gennaio 1900)
"
848,848,https://www.anobii.com/books/il-vulcano-d-oro-i/01733456322703e072,Jules Verne,Il vulcano d'oro I,200,[' Fiction & Literature '],3,0,0.0,200,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01733456322703e072/amazon-it,https://www.amazon.it/vulcano-doro-straordinari-ragazzi-Collezione/dp/B076Z3TJ4Z/ref=sr_1_1?keywords=Il+vulcano+d%27oro+I&qid=1636515492&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B076Z3TJ4Z%2C8804427175&srpt=ABIS_BOOK,Il vulcano d'oro - I viaggi straordinari libri ragazzi Collezione Hetzel,Jules Verne,error,1,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B076Z3TJ4Z
","
Editore
‏
:
‎

CDE (1 gennaio 1900)
"
849,849,https://www.anobii.com/books/il-vulcano-d-oro-ii/01f0fe86b892caf637,Jules Verne,Il vulcano d'oro II,218,[' Fiction & Literature '],3,0,0.0,218,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01f0fe86b892caf637/amazon-it,https://www.amazon.it/ADIDAS-SKATEBOARDING-Busenitz-Metallico-Solare/dp/B082YG36M4/ref=sr_1_1?keywords=Il+vulcano+d%27oro+II&qid=1636515499&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B082YG36M4%2CB08WWG4JW1%2CB07Y94W69D%2CB099WR8Y4P%2CB0828J79MT%2CB072XW3LBW%2CB08497VKQK%2CB08V576T4X%2CB07QYWW7ZJ%2CB09LC4K9BJ%2CB09L4W7ZQM%2CB09JWF27LC%2CB09LCGKGMM%2CB09LCP8333%2CB09LC75VW7%2CB09LCRN2TP,ADIDAS SKATEBOARDING Busenitz Vulc II Core Nero Oro Metallico Solare Rosso,error,,08,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
Disponibile su Amazon.it a partire dal
‏
:
‎

22 agosto 2020
","
Produttore
‏
:
‎

adidas
"
850,850,https://www.anobii.com/books/intorno-alla-luna/01dc61e5c9dafe577e,Jules Verne,Intorno alla Luna,A000024902,"[' Science Fiction & Fantasy ', ' Sport, Outdoor activities & Adventure ', ' Fiction & Literature ']",12,169,3.74,169,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/01dc61e5c9dafe577e/amazon-it,https://www.amazon.it/Intorno-luna-Ediz-integrale-Segnalibro/dp/8883376781/ref=sr_1_1?keywords=Intorno+alla+Luna&qid=1636515506&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8883376781%2CB085RNLMV8%2C884254406X%2CB07JL5Z9LR%2CB07FK77FD2%2CB08K5PWC1S%2CB08SWGC9CB%2CB00GB8YH4A%2CB07PYRZF9F%2CB01EX1Q69A%2CB010QJ3WSG%2CB007JTLW2U%2C8817103047%2C885117282X%2C8842543837%2C8859013496&srpt=ABIS_BOOK,Intorno alla luna. Ediz. integrale. Con Segnalibro,Jules Verne,978-8883376788,208,4.3,"['61%', '18%', '18%', '0%', '0%', '0%', '4%']",63.0,9.0,"
Editore
‏
:
‎

Crescere; Unabridged edizione (29 agosto 2018)
","
Lingua
‏
:
‎

Italiano
"
851,851,https://www.anobii.com/books/intorno-alla-luna-e-un-inverno-tra-i-ghiacci/01cf070848e6c9fca4,Jules Verne,Intorno alla Luna e Un inverno tra i ghiacci,287,[' Fiction & Literature '],1,7,3.21,287,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01cf070848e6c9fca4/amazon-it,https://www.amazon.it/Intorno-luna-Ediz-integrale-Segnalibro/dp/8883376781/ref=sr_1_1?keywords=Intorno+alla+Luna+e+Un+inverno+tra+i+ghiacci&qid=1636515513&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8883376781%2C884254406X&srpt=ABIS_BOOK,Intorno alla luna. Ediz. integrale. Con Segnalibro,Jules Verne,978-8883376788,208,4.3,"['61%', '18%', '18%', '0%', '0%', '0%', '4%']",63.0,9.0,"
Editore
‏
:
‎

Crescere; Unabridged edizione (29 agosto 2018)
","
Lingua
‏
:
‎

Italiano
"
852,852,https://www.anobii.com/books/intorno-alla-luna/9788868721916/02428661116f43a090,Jules Verne,Intorno alla luna,9788868721916,error,0,0,0.0,288,"Publisher
Cento Autori",About this Edition,https://affiliates.anobii.com/editions/02428661116f43a090/amazon-it,https://www.amazon.it/Intorno-luna-Ediz-integrale-Segnalibro/dp/8883376781/ref=sr_1_1?keywords=Intorno+alla+luna&qid=1636515520&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8883376781%2CB085RNLMV8%2C884254406X%2CB07JL5Z9LR%2CB07FK77FD2%2CB08K5PWC1S%2CB08SWGC9CB%2CB00GB8YH4A%2CB07PYRZF9F%2CB01EX1Q69A%2CB010QJ3WSG%2CB007JTLW2U%2C8817103047%2C885117282X%2C8842543837%2C8859013496&srpt=ABIS_BOOK,Intorno alla luna. Ediz. integrale. Con Segnalibro,Jules Verne,978-8883376788,208,4.3,"['61%', '18%', '18%', '0%', '0%', '0%', '4%']",63.0,9.0,"
Editore
‏
:
‎

Crescere; Unabridged edizione (29 agosto 2018)
","
Lingua
‏
:
‎

Italiano
"
853,853,https://www.anobii.com/books/intorno-alla-luna-vol-1/01b3347d9474eef681,Jules Verne,Intorno alla luna - vol. 1,127,error,1,0,0.0,127,"Publisher
Guigoni",About this Edition,https://affiliates.anobii.com/editions/01b3347d9474eef681/amazon-it,https://www.amazon.it/SAGA-GIOIELLI-COLLANA-ACCIAIO-INOSSDIABILE/dp/B07MH9J7VW/ref=sr_1_1?keywords=Intorno+alla+luna+-+vol.+1&qid=1636515527&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B07MH9J7VW%2CB01ANC4ZZA%2CB095LZ8MY7%2CB085RB54SP%2CB07JC7QVKD%2C8883376781%2CB07CR2JYPH%2CB0788LXRQG%2CB07FXSRP3H%2CB004LLZP3Q%2CB09KC7Q6TL%2CB0083GWXB2%2CB01FFUZ6MQ%2CB07JBH36PG%2CB077TDLKB6%2CB078TWQHRM&srpt=ABIS_BOOK,SAGA GIOIELLI COLLANA PER CHIAMA ANGELI ACCIAIO INOSSIDABILE,error,"MH9J7VW
",29,4.2,"['60%', '20%', '8%', '4%', '8%']",163.0,58.0,"
Is Discontinued By Manufacturer
‏
:
‎

No
","
Dimensioni del collo
‏
:
‎

14.8 x 7.8 x 1.3 cm; 10 grammi
"
854,854,https://www.anobii.com/books/intorno-alla-luna-vol-2/01fcf280e279210f82,Jules Verne,Intorno alla luna - vol. 2,111,error,1,0,0.0,111,"Publisher
Guigoni",About this Edition,https://affiliates.anobii.com/editions/01fcf280e279210f82/amazon-it,https://www.amazon.it/N-A-Astronauta-Che-vola-Intorno-alla-Luna-Fodere-per-Cuscini-da-tiro-Super-morbide-e-lussuose-Fodere-per-Cuscini-da-Divano-Set-di-2-per-Divano-da-Letto-per-Auto/dp/B08TBJPC9H/ref=sr_1_1?keywords=Intorno+alla+luna+-+vol.+2&qid=1636515534&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B08TBJPC9H%2CB08VGHT9HF%2CB08TWLVK1W%2CB08TWLR7MG%2CB08TVT9S6N%2CB08TVRGD1V%2CB0788LXRQG%2CB085RB54SP%2CB07JC7QVKD%2CB07MH9J7VW%2CB01ANC4ZZA%2CB075H8B72X%2C8883376781%2CB07CR2JYPH%2CB073V2VT26%2CB0083GWXB2,N\A Astronauta Che vola Intorno alla Luna Fodere per Cuscini da tiro Super morbide e lussuose Fodere per Cuscini da Divano Set di 2 per Divano da Letto per Auto,error,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,error,error
855,855,https://www.anobii.com/books/jangada/9788871670218/018be1db794e998280,Jules Verne,Jangada,9788871670218,error,4,1,3.0,184,"Publisher
Bariletti",About this Edition,https://affiliates.anobii.com/editions/018be1db794e998280/amazon-it,https://www.amazon.it/Jangada-Ottocento-leghe-delle-Amazzoni/dp/1799029212/ref=sr_1_1?keywords=Jangada&qid=1636515541&qsid=260-7043333-5119002&s=books&sr=1-1&sres=1799029212%2CB0976LYW9R%2C109345198X%2C1493630075%2C1493630059%2C1493629875%2C1493612522%2C1973918048%2C154273181X%2CB009WW4ULC%2CB0897W2QKH%2CB072W2KLN8%2CB01JBHUWPU%2CB00TO1YG56%2C8842506680%2CB005WW1KPU,La Jangada: Ottocento leghe sul Rio delle Amazzoni,Giulio Verne,978-1799029212,344,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Independently published (8 marzo 2019)
","
Lingua
‏
:
‎

Italiano
"
856,856,https://www.anobii.com/books/keraban-l-ostinato/015cb28e351dd1eff7,Jules Verne,Keraban l'ostinato,A000145663,"[' Travel ', ' History ', ' Fiction & Literature ']",1,20,3.62,396,"Publisher
Sonzogno (I viaggi straordinari)","About this Edition
All Editions",https://affiliates.anobii.com/editions/015cb28e351dd1eff7/amazon-it,https://www.amazon.it/Keraban-lostinato-illustrato-incisioni-geografiche/dp/B00QV994R4/ref=sr_1_1?keywords=Keraban+l%27ostinato&qid=1636515548&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00QV994R4%2CB006DEJLIE%2CB00H2F0XZS%2CB00HFX8TIK%2CB0190R07TW,Keraban l'ostinato illustrato con 101 incisioni e 2 carte geografiche.,Verne Giulio.,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B00QV994R4
","
Editore
‏
:
‎

Casa Editrice Sonzogno. (1 gennaio 1920)
"
