,index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags
381,362,Romance,베아트리체 1,Beatrice 1,9791126428281,error,error,"9,900원",412,2016,4,14,"['25%', '75%', '0%', '0%', '0%']","['25%', '75%', '0%', '0%', '0%']",8.6,8.4,http://www.yes24.com/Product/Goods/25537579,18,9.9,2016.04.08,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=10439868,21,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",,error,,error
382,359,Romance,베아트리체 5,Beatrice 5,9791126440443,error,error,"10,800원",488,2017,12,39,"['50%', '33%', '17%', '0%', '0%']","['25%', '67%', '8%', '0%', '0%']",8.5,8.8,http://www.yes24.com/Product/Goods/36135873,51,10.8,2017.02.23,9.0,7,http://book.naver.com/bookdb/book_detail.naver?bid=11662245,58,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",,error,,error
383,273,Romance,금혼령 1,Blonde 1,9788925569079,천지혜,Chun Jihye,"12,600원",444,2020,11,3,"['64%', '36%', '0%', '0%', '0%']","['73%', '18%', '9%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/89379838,14,12.6,2020.03.05,10.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=16280066,24,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
384,302,Romance,브로맨스 북클럽,Bromans Book Club,9791187100850,리사 케이 애덤스,Lyssa Kay Adams,"13,320원",444,2020,12,15,"['75%', '17%', '8%', '0%', '0%']","['75%', '17%', '8%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/89903765,27,13.3,2020.04.10,0.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=16323970,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
385,356,Romance,"솔, 바람이 분다","Brush, wind blows",9791158101756,김제이,Kim Jay,"8,100원",496,2016,5,9,"['20%', '60%', '20%', '0%', '0%']","['20%', '60%', '0%', '20%', '0%']",7.8,8.6,http://www.yes24.com/Product/Goods/23819593,14,8.1,2016.01.13,7.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=10047761,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
386,342,Romance,속임수 왕후 1,Cheating Wang 1,9791130031095,강미강,Kang Mi Kang,"10,620원",460,2018,6,14,"['67%', '17%', '17%', '0%', '0%']","['67%', '17%', '17%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/62086506,20,10.62,2018.07.17,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=13766275,22,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
387,226,Romance,인소의 법칙 1,Classic Law 1,9788926718209,유한려,Yu Han Ryeo,"8,550원",412,2015,26,47,"['92%', '4%', '0%', '4%', '0%']","['92%', '4%', '0%', '4%', '0%']",9.6,10,http://www.yes24.com/Product/Goods/16405407,73,8.55,2015.02.13,9.84,24,http://book.naver.com/bookdb/book_detail.naver?bid=8737593,97,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
388,0,Romance,옷소매 붉은 끝동 1,Clothes Retail Red Ending 1,error,강미강,Kang Mi Kang,"20,700원",928,2017,22,2,"['73%', '23%', '5%', '0%', '0%']","['73%', '23%', '5%', '0%', '0%']",9.4,10.0,http://www.yes24.com/Product/Goods/103649365,24,20.700,2017.04.06,9.33,21,https://book.naver.com/bookdb/book_detail.naver?bid=11824574,45,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",,error,,"그 분류
#드라마원작 #영화드라마원작"
389,2,Romance,악당의 아빠를 꼬셔라,Come to the villain's dad,9791165090203,달슬,Dal Seul,error,1,2020,18,34,"['61%', '28%', '11%', '0%', '0%']","['67%', '22%', '11%', '0%', '0%']",9.1,9.6,http://www.yes24.com/Product/Goods/86588316,52,39.000,2020.02.20,4.0,4,https://book.naver.com/bookdb/book_detail.naver?bid=16215257,56,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
390,320,Romance,황제의 외동딸 3,Daughter of the Emperor 3,9788926761496,error,error,"9,000원",360,2013,7,22,"['43%', '57%', '0%', '0%', '0%']","['43%', '57%', '0%', '0%', '0%']",8.8,9.4,http://www.yes24.com/Product/Goods/8857241,29,9.0,2013.05.16,9.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=7205389,33,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
391,324,Romance,"친애하는, 10년 후의 너에게.","Dear, to you after 10 years.",9791163308591,아마사와 나츠키,Natsuki Amasawa,"9,000원",312,2018,6,129,"['83%', '0%', '17%', '0%', '0%']","['83%', '0%', '17%', '0%', '0%']",9.4,10,http://www.yes24.com/Product/Goods/64242776,135,9.0,2018.10.10,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=13982860,137,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
392,216,Romance,희란국 연가,Demand,9791131594100,김수지,Kim Suji,"12,600원",576,2019,118,240,"['68%', '26%', '6%', '0%', '0%']","['65%', '26%', '7%', '2%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/68851756,358,12.6,2020.09.21,8.5,9,http://book.naver.com/bookdb/book_detail.naver?bid=14465263,367,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,"그 분류
#인기로맨스판타지"
393,257,Romance,어릿광대의 우울,Depression of clown,9791131592779,알브레히트,Albrecht,"11,700원",608,2018,8,20,"['62%', '38%', '0%', '0%', '0%']","['38%', '62%', '0%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/64433301,28,11.7,2018.09.18,0.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=14012621,32,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
394,328,Romance,그 책에 마음을 주지 마세요 1,Do not give me your heart 1,9791163021261,문시현,Moon Sihyun,"11,520원",512,2019,4,16,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,8.8,http://www.yes24.com/Product/Goods/68411195,20,11.52,2019.01.11,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=14440242,21,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
395,309,Romance,나무를 담벼락에 끌고 들어가지 말라 1.5부,Drag the tree to the wall and go to the wall 1.5,9788926726235,error,error,"12,600원",640,2012,19,22,"['74%', '21%', '5%', '0%', '0%']","['79%', '16%', '5%', '0%', '0%']",9.4,9.2,http://www.yes24.com/Product/Goods/7569730,41,12.6,2012.09.26,9.25,5,http://book.naver.com/bookdb/book_detail.naver?bid=7014981,46,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
396,272,Romance,나무를 담벼락에 끌고 들어가지 말라 3부 세트,Drag the tree to the wall and go to the wall 3 part set,9791126448593,윤진아,Yun Jin-A,"39,600원",1,2019,22,52,"['86%', '9%', '5%', '0%', '0%']","['77%', '18%', '5%', '0%', '0%']",9.5,9.4,http://www.yes24.com/Product/Goods/77185858,74,39.6,2019.08.09,10.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15297449,75,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
397,305,Romance,나무를 담벼락에 끌고 들어가지 말라 1부,Drag the tree to the wall and go to the wall.,9788926726150,error,error,"10,800원",492,2012,21,26,"['62%', '33%', '5%', '0%', '0%']","['52%', '38%', '10%', '0%', '0%']",9.0,9.4,http://www.yes24.com/Product/Goods/7759655,47,10.8,2012.09.26,9.55,23,http://book.naver.com/bookdb/book_detail.naver?bid=7014980,70,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
398,361,Romance,황제와 여기사 4,Emperor and excitation 4,9791126439492,error,error,"10,350원",492,2016,4,9,"['25%', '25%', '25%', '25%', '0%']","['0%', '50%', '25%', '25%', '0%']",6.8,8.6,http://www.yes24.com/Product/Goods/32834430,13,10.35,2016.10.24,8.67,7,http://book.naver.com/bookdb/book_detail.naver?bid=11197859,20,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",,error,,error
399,313,Romance,황제의 외동딸 1,Emperor's Daughter 1,9788926761410,error,error,"8,100원",320,2013,8,21,"['62%', '25%', '0%', '0%', '12%']","['62%', '25%', '0%', '0%', '12%']",8.6,9,http://www.yes24.com/Product/Goods/8262735,29,8.1,2013.01.14,6.5,26,http://book.naver.com/bookdb/book_detail.naver?bid=7121008,55,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
400,323,Romance,황제의 외동딸 2,Emperor's Foreign Daughter 2,9788926761427,error,error,"8,100원",320,2013,5,20,"['60%', '40%', '0%', '0%', '0%']","['60%', '40%', '0%', '0%', '0%']",9.2,9,http://www.yes24.com/Product/Goods/8262738,25,8.1,2013.01.14,6.38,11,http://book.naver.com/bookdb/book_detail.naver?bid=7121009,36,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
401,333,Romance,황제의 외동딸 5,Emperor's Foreign Daughter 5,9788926762318,error,error,"9,000원",392,2014,5,17,"['40%', '40%', '20%', '0%', '0%']","['40%', '60%', '0%', '0%', '0%']",8.6,8.4,http://www.yes24.com/Product/Goods/13205664,22,9.0,2014.05.30,5.75,11,http://book.naver.com/bookdb/book_detail.naver?bid=7640851,33,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
402,329,Romance,황제의 외동딸 외전,Emperor's foreign daughter,9788926762325,error,error,"9,000원",400,2014,4,19,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,8.8,http://www.yes24.com/Product/Goods/13205668,23,9.0,2014.05.30,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=7640853,24,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
403,10,Romance,영원의 사자들 1,Eternal Lions 1,9788963718170,정은궐,Jeong Eun-Gwol,"27,000원",968,2020,32,73,"['38%', '22%', '19%', '0%', '22%']","['31%', '31%', '19%', '0%', '19%']",7.1,7.6,http://www.yes24.com/Product/Goods/92322783,105,27.000,2020.09.22,8.0,21,https://book.naver.com/bookdb/book_detail.naver?bid=16656908,126,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
404,341,Romance,"홍비, 짐승의 신부 세트","Finnie, Beast's Bride Set",9788994300948,이주안,Lee Joo An,"26,100원",1,2020,8,26,"['75%', '25%', '0%', '0%', '0%']","['75%', '25%', '0%', '0%', '0%']",9.6,9.4,http://www.yes24.com/Product/Goods/89462345,34,26.1,2020.03.31,9.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16285541,36,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
405,318,Romance,우애수,Fishery,9791130023038,error,error,"9,900원",500,2017,24,41,"['42%', '58%', '0%', '0%', '0%']","['42%', '54%', '4%', '0%', '0%']",8.8,9.4,http://www.yes24.com/Product/Goods/46197098,65,9.9,2017.09.25,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=12518950,67,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
406,266,Romance,밤하늘은 올려다보는 그대에게 상냥하게,Gentle the night sky,9788959527472,마쿠라기 미루타,Miruta MAKURAGI,"11,520원",288,2019,12,7,"['33%', '50%', '17%', '0%', '0%']","['50%', '42%', '8%', '0%', '0%']",8.6,9.8,http://www.yes24.com/Product/Goods/69235472,19,11.5,2019.01.25,8.0,13,http://book.naver.com/bookdb/book_detail.naver?bid=14471840,32,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,error
407,8,Romance,황금숲 1,Golden Forest 1,error,윤소리,Yoon Sori,"12,000원",error,2018,58,125,"['78%', '16%', '5%', '2%', '0%']","['79%', '12%', '9%', '0%', '0%']",9.4,9.2,http://www.yes24.com/Product/Goods/64707400,183,28.000,2018.04.26,8.0,12,https://book.naver.com/bookdb/book_detail.naver?bid=13483871,195,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
408,317,Romance,그레이 1,Gray 1,9788952774538,E L 제임스,E. L. James,"10,800원",414,2015,14,235,"['21%', '43%', '29%', '7%', '0%']","['29%', '57%', '7%', '7%', '0%']",7.9,9.8,http://www.yes24.com/Product/Goods/19831259,249,10.8,2015.09.10,7.4,26,http://book.naver.com/bookdb/book_detail.naver?bid=9521526,275,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보",,error
409,316,Romance,그레이 2,Gray 2,9788952774545,E L 제임스,E. L. James,"10,800원",455,2015,3,8,"['67%', '33%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/19831265,11,10.8,2015.09.10,8.4,17,http://book.naver.com/bookdb/book_detail.naver?bid=9553783,28,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보",,error
410,275,Romance,구르미 그린 달빛 1 : 눈썹달(初月),Gurmi Green Moonlight 1: Eyebrow (First month),9788970638621,윤이수,Yoon Isu,"12,420원",420,2015,37,133,"['57%', '30%', '3%', '5%', '5%']","['51%', '32%', '5%', '8%', '3%']",8.5,9.6,http://www.yes24.com/Product/Goods/17238684,170,12.4,2015.03.23,8.92,71,http://book.naver.com/bookdb/book_detail.naver?bid=8883574,241,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,"그 분류
#영화드라마원작"
411,287,Romance,구르미 그린 달빛 2 : 달무리(月暈),Gurmi Green Moonlight 2: Dalmen (Moon Heal),9788970638638,윤이수,Yoon Isu,"12,420원",416,2015,20,71,"['55%', '30%', '10%', '5%', '0%']","['60%', '25%', '10%', '5%', '0%']",8.7,9.6,http://www.yes24.com/Product/Goods/17238689,91,12.4,2015.03.23,9.08,33,http://book.naver.com/bookdb/book_detail.naver?bid=8888994,124,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
412,281,Romance,구르미 그린 달빛 3 : 달빛 연모(月戀),Gurmi Green Moonlight 3: Moonlight Cultivation (Moon),9788970638713,윤이수,Yoon Isu,"12,420원",472,2015,9,53,"['67%', '11%', '22%', '0%', '0%']","['67%', '11%', '22%', '0%', '0%']",8.8,9.6,http://www.yes24.com/Product/Goods/18063941,62,12.4,2015.05.27,9.14,18,http://book.naver.com/bookdb/book_detail.naver?bid=9102149,80,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
413,295,Romance,구르미 그린 달빛 4 : 달의 꿈(月夢),Gurmi Green Moonlight 4: Dream of Moon (Moon dream),9788970638720,윤이수,Yoon Isu,"12,420원",476,2015,10,50,"['80%', '20%', '0%', '0%', '0%']","['70%', '30%', '0%', '0%', '0%']",9.5,9.8,http://www.yes24.com/Product/Goods/18063959,60,12.4,2015.05.27,9.43,14,http://book.naver.com/bookdb/book_detail.naver?bid=9102150,74,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
414,294,Romance,구르미 그린 달빛 5 : 홍운탁월(烘雲托月),Gurmi Green Moonlight 5: Hongun Tak,9788970638737,윤이수,Yoon Isu,"12,420원",372,2015,15,49,"['60%', '40%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.3,9.8,http://www.yes24.com/Product/Goods/18063968,64,12.4,2015.05.27,8.36,29,http://book.naver.com/bookdb/book_detail.naver?bid=9102151,93,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
415,258,Romance,하이생소묵,Ha Dynasty,9788932319841,구만,Man Gu,"13,500원",448,2019,14,17,"['50%', '36%', '7%', '7%', '0%']","['50%', '29%', '7%', '7%', '7%']",8.4,9.2,http://www.yes24.com/Product/Goods/74030154,31,13.5,2019.05.30,0.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=15000598,36,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 중국소설']",,error,,"그 분류
#사랑이떠나가네 #중국드라마원작 #영화드라마원작 #현실연애"
416,301,Romance,해시의 신루 세트,Hashin's Sat,9788965745655,윤이수,Yoon Isu,"71,100원",2,2016,17,57,"['59%', '35%', '6%', '0%', '0%']","['59%', '35%', '6%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/32536827,74,71.1,2016.10.20,9.25,19,http://book.naver.com/bookdb/book_detail.naver?bid=11141674,93,"['  국내도서 > 소설/시/희곡 > 장르소설 > 역사', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,"그 분류
#집콕엔장편"
417,314,Romance,"그녀와 야수 1, 2권 세트","Her and Beast 1, 2 volumes set",9791126448869,error,error,"19,800원",832,2019,8,18,"['38%', '62%', '0%', '0%', '0%']","['50%', '38%', '12%', '0%', '0%']",8.8,9.2,http://www.yes24.com/Product/Goods/78594624,26,19.8,2019.09.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15434011,26,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
418,343,Romance,그 남자의 정원 세트,His Men's Garden Set,9791132227694,error,error,"23,040원",1,2015,11,16,"['82%', '9%', '9%', '0%', '0%']","['73%', '9%', '18%', '0%', '0%']",9.2,9.6,http://www.yes24.com/Product/Goods/19953324,27,23.04,2015.08.27,6.33,6,http://book.naver.com/bookdb/book_detail.naver?bid=9471750,33,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
419,246,Romance,수치의 역사,History of figures,9791158109967,김빵,Kim Bbang,"8,100원",496,2020,21,31,"['29%', '57%', '14%', '0%', '0%']","['33%', '52%', '14%', '0%', '0%']",8.3,8.8,http://www.yes24.com/Product/Goods/92907646,52,8.1,2020.09.24,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16714479,54,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
420,358,Romance,"홈, 비터 홈","Home, Beater Home",9791130040127,심윤서,Shim Yunseo,"12,420원",528,2019,26,44,"['58%', '35%', '8%', '0%', '0%']","['54%', '38%', '8%', '0%', '0%']",9.0,9,http://www.yes24.com/Product/Goods/82145453,70,12.42,2019.11.19,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15703236,71,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
421,9,Romance,그 기사가 레이디로 사는 법 2,How the article lives in Lady 2,9791189564773,성혜림,Sung Hyerim,error,2,2018,7,15,"['57%', '43%', '0%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.3,9.8,http://www.yes24.com/Product/Goods/66887633,22,56.000,2018.12.10,0.0,6,https://book.naver.com/bookdb/book_detail.naver?bid=14196473,28,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
422,215,Romance,여주인공의 오빠를 지키는 방법 1,How to keep your brother's brother 1,9791165094133,킨,Keen,"11,700원",472,2020,6,13,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/91766706,19,11.7,2020.09.09,0.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=16563891,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
423,271,Romance,나와 그녀의 왼손,I and her left hand,9788959527243,츠지도 유메,Yume Tsujido,"11,520원",320,2018,26,15,"['31%', '58%', '12%', '0%', '0%']","['46%', '31%', '23%', '0%', '0%']",8.4,9,http://www.yes24.com/Product/Goods/65417346,41,11.5,2018.10.23,8.83,15,http://book.naver.com/bookdb/book_detail.naver?bid=14088639,56,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,error
424,210,Romance,일주일 만에 사랑할 순 없다,I can not love it in a week.,9791190594035,김동식,Kim Dongsik,"11,700원",392,2020,15,13,"['73%', '13%', '13%', '0%', '0%']","['67%', '20%', '13%', '0%', '0%']",9.1,9,http://www.yes24.com/Product/Goods/89514299,28,11.7,2020.04.20,10.0,20,http://book.naver.com/bookdb/book_detail.naver?bid=16293677,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",,error
425,222,Romance,내가 죽기 일주일 전,I die a week ago,9791158883737,서은채,Seo Eunchae,"10,800원",272,2018,18,10,"['50%', '39%', '11%', '0%', '0%']","['56%', '39%', '6%', '0%', '0%']",8.9,9.2,http://www.yes24.com/Product/Goods/59290417,28,10.8,2018.03.02,8.75,29,http://book.naver.com/bookdb/book_detail.naver?bid=13424898,57,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
426,229,Romance,오작교는 싫습니다 1,I do not like Ojakjo 1,9791164280490,살오른곱등이,The right side of my body,"10,800원",352,2019,8,12,"['62%', '12%', '0%', '0%', '25%']","['62%', '12%', '12%', '0%', '12%']",8.0,8.4,http://www.yes24.com/Product/Goods/75445537,20,10.8,2019.07.08,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15073558,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
427,331,Romance,숨자취를 더듬은 적 없다,I have never stuttered.,9791131595916,서사희,Seo Sahee,"11,700원",528,2019,17,32,"['47%', '47%', '6%', '0%', '0%']","['47%', '47%', '6%', '0%', '0%']",8.8,9.2,http://www.yes24.com/Product/Goods/70872644,49,11.7,2019.03.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=14634242,49,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
428,207,Romance,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다","I looked like a lie, I love to be honest.",9788959528158,사쿠라이 미나,Mina Sakurai,"11,520원",296,2019,17,15,"['65%', '24%', '12%', '0%', '0%']","['59%', '29%', '12%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/78217545,32,11.52,2019.08.27,0.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=15370141,42,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 라이트 노벨', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설', '  국내도서 > 만화/라이트노벨 > 라이트노벨 > 로맨스/학원물', '  국내도서 > 만화/라이트노벨 > 라이트노벨']",,error,,error
429,242,Romance,감방에서 남자주인공을 만났습니다 1,I met a male character in a cell 1,9791190908849,문시현,Moon Sihyun,"12,600원",456,2020,19,29,"['37%', '53%', '5%', '5%', '0%']","['32%', '47%', '11%', '11%', '0%']",8.2,8.6,http://www.yes24.com/Product/Goods/93221018,48,12.6,2020.09.25,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16745184,50,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
430,205,Romance,"나는 내일, 어제의 너와 만난다","I met with you tomorrow, yesterday",9791131939901,error,error,"8,910원",272,2016,35,297,"['54%', '31%', '11%', '0%', '3%']","['49%', '34%', '6%', '9%', '3%']",8.5,9.8,http://www.yes24.com/Product/Goods/24462351,332,8.9,2016.06.10,7.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=10245723,367,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,"그 분류
#영화드라마원작"
431,241,Romance,신데렐라를 곱게 키웠습니다 1,I raised Cinderella finely 1,9791128398759,키아르네,Kiarne,"21,600원",736,2020,13,17,"['77%', '23%', '0%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.7,9.6,http://www.yes24.com/Product/Goods/92502117,30,21.6,2020.09.21,0.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=16685154,34,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
432,345,Romance,작가에게 반성을 촉구한다 1,I urge the writer to call 1,9791163023739,유안나,Yuanna,"10,800원",480,2020,7,19,"['57%', '29%', '14%', '0%', '0%']","['29%', '57%', '14%', '0%', '0%']",8.5,9,http://www.yes24.com/Product/Goods/91323156,26,10.8,2020.07.31,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16428435,28,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],,error,,error
433,221,Romance,나는 너에게 10년 치의 『 』을 전하고 싶어,"I want to convey the """" ""to you for 10 years.",9788959528264,아마노 아타루,Ataru Amano,"11,520원",320,2019,10,4,"['70%', '30%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.2,10,http://www.yes24.com/Product/Goods/80475203,14,11.5,2019.10.24,9.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=15620939,20,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,error
434,218,Romance,너의 췌장을 먹고 싶어 (노블판),I want to eat your pancreas (noblish),9791157108718,스미노 요루,Yoru Sumino,"12,420원",328,2017,82,512,"['74%', '22%', '2%', '1%', '0%']","['70%', '24%', '5%', '1%', '0%']",9.3,9.6,http://www.yes24.com/Product/Goods/37922518,594,12.42,2017.04.01,8.16,265,http://book.naver.com/bookdb/book_detail.naver?bid=11823571,859,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 후보도서
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 선정도서",,error
