,Unnamed: 0,index,Genere,Title,ISBN,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category,Shelves_Media,Shelves_Tags
390,390,681,Romance,후원에 핀 제비꽃 4,9791126433889,error,"10,800원",480,2016,6,15,"['83%', '17%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.6,9.0,http://www.yes24.com/Product/Goods/29114350,21,10.8,2016.06.30,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=10761855,21,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
391,391,682,Romance,너의 의미 1,9791129494504,틸다킴,"10,800원",464,2018,10,21,"['40%', '60%', '0%', '0%', '0%']","['60%', '40%', '0%', '0%', '0%']",9.0,8.8,http://www.yes24.com/Product/Goods/65067122,31,10.8,2018.10.31,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=14075748,32,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
392,392,684,Romance,후원에 핀 제비꽃 2,9791126431328,error,"12,150원",588,2016,7,14,"['57%', '43%', '0%', '0%', '0%']","['57%', '43%', '0%', '0%', '0%']",9.2,9.2,http://www.yes24.com/Product/Goods/25958623,21,12.15,2016.04.25,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=10495618,21,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
393,393,685,Romance,"솔, 바람이 분다",9791158101756,김제이,"8,100원",496,2016,5,9,"['20%', '60%', '20%', '0%', '0%']","['20%', '60%', '0%', '20%', '0%']",7.8,8.6,http://www.yes24.com/Product/Goods/23819593,14,8.1,2016.01.13,7.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=10047761,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
394,394,689,Romance,후원에 핀 제비꽃 3,9791126433872,error,"10,800원",472,2016,6,21,"['33%', '50%', '17%', '0%', '0%']","['33%', '67%', '0%', '0%', '0%']",8.5,9.0,http://www.yes24.com/Product/Goods/29114315,27,10.8,2016.06.30,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=10761852,27,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
395,395,691,Romance,"홈, 비터 홈",9791130040127,심윤서,"12,420원",528,2019,26,44,"['58%', '35%', '8%', '0%', '0%']","['54%', '38%', '8%', '0%', '0%']",9.0,9.0,http://www.yes24.com/Product/Goods/82145453,70,12.42,2019.11.19,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15703236,71,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
396,396,694,Romance,베아트리체 5,9791126440443,error,"10,800원",488,2017,12,39,"['50%', '33%', '17%', '0%', '0%']","['25%', '67%', '8%', '0%', '0%']",8.5,8.8,http://www.yes24.com/Product/Goods/36135873,51,10.8,2017.02.23,9.0,7,http://book.naver.com/bookdb/book_detail.naver?bid=11662245,58,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
397,397,695,Romance,다정한 거리,9791129502698,error,"9,900원",464,2014,14,32,"['50%', '36%', '7%', '7%', '0%']","['50%', '29%', '14%', '7%', '0%']",8.5,8.8,http://www.yes24.com/Product/Goods/15351874,46,9.9,2014.12.09,8.38,22,http://book.naver.com/bookdb/book_detail.naver?bid=8503003,68,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],error,error
398,398,696,Romance,황제와 여기사 4,9791126439492,error,"10,350원",492,2016,4,9,"['25%', '25%', '25%', '25%', '0%']","['0%', '50%', '25%', '25%', '0%']",6.8,8.6,http://www.yes24.com/Product/Goods/32834430,13,10.35,2016.10.24,8.67,7,http://book.naver.com/bookdb/book_detail.naver?bid=11197859,20,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
399,399,702,Romance,베아트리체 1,9791126428281,error,"9,900원",412,2016,4,14,"['25%', '75%', '0%', '0%', '0%']","['25%', '75%', '0%', '0%', '0%']",8.6,8.4,http://www.yes24.com/Product/Goods/25537579,18,9.9,2016.04.08,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=10439868,21,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스']",error,error
400,400,718,Fantasy,달러구트 꿈 백화점,9791165341909,이미예,"12,420원",300,2020,470,1060,"['76%', '16%', '4%', '1%', '2%']","['72%', '20%', '4%', '2%', '1%']",9.2,9.2,http://www.yes24.com/Product/Goods/91065309,1530,12.42,2020.07.08,8.6,1651,http://book.naver.com/bookdb/book_detail.naver?bid=16405427,3181,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 선정도서",error
401,401,719,Fantasy,해리포터와 마법사의 돌 1,9788983927620,J.K. 롤링,"8,100원",268,2019,26,111,"['92%', '8%', '0%', '0%', '0%']","['85%', '8%', '8%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/82935976,137,8.1,2019.11.19,10.0,16,http://book.naver.com/bookdb/book_detail.naver?bid=15768818,153,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#집콕엔장편 #해리포터관련서 #탑골공원책벌레 #책읽아웃 #영화드라마원작 #소설로읽는마법의세계"
402,402,720,Fantasy,해리포터와 마법사의 돌 2,9788983927637,J.K. 롤링,"8,100원",244,2019,22,91,"['100%', '0%', '0%', '0%', '0%']","['91%', '9%', '0%', '0%', '0%']",9.9,9.8,http://www.yes24.com/Product/Goods/82936607,113,8.1,2019.11.19,10.0,11,http://book.naver.com/bookdb/book_detail.naver?bid=15768819,124,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
403,403,721,Fantasy,해리포터 1~4부 세트,9788983927729,J.K. 롤링,"83,700원",2,2019,26,53,"['85%', '12%', '4%', '0%', '0%']","['73%', '12%', '4%', '0%', '12%']",9.1,9.4,http://www.yes24.com/Product/Goods/82942552,79,83.7,2019.11.19,10.0,15,http://book.naver.com/bookdb/book_detail.naver?bid=15768833,94,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#집콕엔장편 #해리포터관련서 #영화드라마원작 #소설로읽는마법의세계"
404,404,722,Fantasy,해리포터와 비밀의 방 1,9788983927644,J.K. 롤링,"8,100원",288,2019,24,55,"['92%', '8%', '0%', '0%', '0%']","['83%', '12%', '4%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/82938415,79,8.1,2019.11.19,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=15768820,82,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
405,405,723,Fantasy,해리포터와 비밀의 방 2,9788983927651,J.K. 롤링,"8,100원",260,2019,20,53,"['90%', '10%', '0%', '0%', '0%']","['80%', '15%', '5%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/82938872,73,8.1,2019.11.19,0.0,7,http://book.naver.com/bookdb/book_detail.naver?bid=15768821,80,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
406,406,724,Fantasy,해리포터 5~7부 세트,9788983928092,J.K. 롤링,"111,150원",4,2020,24,37,"['88%', '4%', '0%', '0%', '8%']","['75%', '4%', '0%', '4%', '17%']",8.8,9.6,http://www.yes24.com/Product/Goods/88389692,61,111.15,2020.02.28,10.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=16263829,64,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#집콕엔장편 #해리포터관련서 #영화드라마원작 #세계관에빠지다"
407,407,725,Fantasy,킹 세종 더 그레이트,9791197163302,조 메노스키,"12,600원",365,2020,15,27,"['73%', '27%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.5,9.2,http://www.yes24.com/Product/Goods/93153527,42,12.6,2020.10.09,6.67,62,http://book.naver.com/bookdb/book_detail.naver?bid=16714739,104,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",error
408,408,726,Fantasy,해리포터와 아즈카반의 죄수 1,9788983927668,J.K. 롤링,"8,550원",364,2019,14,41,"['86%', '14%', '0%', '0%', '0%']","['79%', '21%', '0%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/82939744,55,8.55,2019.11.19,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=15768822,57,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
409,409,727,Fantasy,해리포터와 아즈카반의 죄수 2,9788983927675,J.K. 롤링,"8,550원",324,2019,11,41,"['91%', '9%', '0%', '0%', '0%']","['82%', '18%', '0%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/82940433,52,8.55,2019.11.19,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=15768823,55,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
410,410,728,Fantasy,해리포터와 불의 잔 1,9788983927682,J.K. 롤링,"8,550원",308,2019,11,35,"['91%', '9%', '0%', '0%', '0%']","['91%', '9%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/82940787,46,8.55,2019.11.19,10.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=15768824,49,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
411,411,729,Fantasy,해리포터와 불의 잔 2,9788983927699,J.K. 롤링,"8,550원",312,2019,7,27,"['100%', '0%', '0%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/82941509,34,8.55,2019.11.19,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15768825,35,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
412,412,730,Fantasy,해리포터와 불의 잔 3,9788983927705,J.K. 롤링,"8,550원",296,2019,7,30,"['100%', '0%', '0%', '0%', '0%']","['86%', '14%', '0%', '0%', '0%']",9.9,10.0,http://www.yes24.com/Product/Goods/82941827,37,8.55,2019.11.19,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15768826,38,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
413,413,731,Fantasy,해리포터와 불의 잔 4,9788983927712,J.K. 롤링,"8,550원",284,2019,7,32,"['100%', '0%', '0%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.7,10.0,http://www.yes24.com/Product/Goods/82942111,39,8.55,2019.11.19,0.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=15768827,45,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레 #영화드라마원작 #소설로읽는마법의세계"
414,414,732,Fantasy,나 혼자만 레벨 업 8,9791136401281,추공,"10,800원",456,2019,7,20,"['100%', '0%', '0%', '0%', '0%']","['86%', '14%', '0%', '0%', '0%']",9.9,9.6,http://www.yes24.com/Product/Goods/78213413,27,10.8,2019.08.19,8.0,9,http://book.naver.com/bookdb/book_detail.naver?bid=15371100,36,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
415,415,733,Fantasy,나 혼자만 레벨 업 1,9791136401212,추공,"10,800원",464,2019,12,21,"['75%', '8%', '17%', '0%', '0%']","['75%', '17%', '8%', '0%', '0%']",9.3,10.0,http://www.yes24.com/Product/Goods/78213344,33,10.8,2019.08.19,10.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=15370887,38,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
416,416,734,Fantasy,나 혼자만 레벨 업 7,9791136401274,추공,"10,800원",448,2019,5,12,"['80%', '20%', '0%', '0%', '0%']","['80%', '0%', '20%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/78213404,17,10.8,2019.08.19,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15370897,17,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
417,417,735,Fantasy,나 혼자만 레벨 업 6,9791136401267,추공,"10,800원",448,2019,6,13,"['83%', '17%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.6,9.8,http://www.yes24.com/Product/Goods/78213393,19,10.8,2019.08.19,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=15370896,21,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
418,418,736,Fantasy,해리포터와 마법사의 돌 (일러스트 에디션),9788983927804,J.K. 롤링,"27,900원",248,2019,23,72,"['87%', '13%', '0%', '0%', '0%']","['87%', '13%', '0%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/82945426,95,27.9,2019.11.19,10.0,9,http://book.naver.com/bookdb/book_detail.naver?bid=15768425,104,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #영화드라마원작 #소설로읽는마법의세계"
419,419,737,Fantasy,나 혼자만 레벨 업 5,9791136401250,추공,"10,800원",440,2019,7,14,"['100%', '0%', '0%', '0%', '0%']","['86%', '14%', '0%', '0%', '0%']",9.9,10.0,http://www.yes24.com/Product/Goods/78213380,21,10.8,2019.08.19,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15370894,21,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
420,420,738,Fantasy,해리포터와 불사조 기사단 1,9788983927880,J.K. 롤링,"8,550원",328,2019,8,25,"['100%', '0%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.9,9.4,http://www.yes24.com/Product/Goods/84906939,33,8.55,2019.12.20,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=15915328,36,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
421,421,739,Fantasy,나 혼자만 레벨 업 4,9791136401243,추공,"10,800원",468,2019,9,13,"['78%', '22%', '0%', '0%', '0%']","['78%', '22%', '0%', '0%', '0%']",9.6,10.0,http://www.yes24.com/Product/Goods/78213367,22,10.8,2019.08.19,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15370892,22,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
422,422,740,Fantasy,나 혼자만 레벨 업 2,9791136401229,추공,"10,800원",484,2019,5,15,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.8,http://www.yes24.com/Product/Goods/78213352,20,10.8,2019.08.19,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15370888,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
423,423,741,Fantasy,나 혼자만 레벨 업 3,9791136401236,추공,"10,800원",468,2019,8,16,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.8,http://www.yes24.com/Product/Goods/78213360,24,10.8,2019.08.19,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15370890,24,['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지'],error,error
424,424,742,Fantasy,해리포터와 불사조 기사단 2,9788983927897,J.K. 롤링,"8,550원",320,2019,6,20,"['100%', '0%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/84906959,26,8.55,2019.12.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15915329,26,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
425,425,743,Fantasy,해리포터와 죽음의 성물 1,9788983928030,J.K. 롤링,"8,550원",340,2020,3,10,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,10.0,http://www.yes24.com/Product/Goods/88389723,13,8.55,2020.02.28,10.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16263823,15,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레"
426,426,744,Fantasy,해리포터와 죽음의 성물 2,9788983928047,J.K. 롤링,"8,550원",316,2020,3,13,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.8,http://www.yes24.com/Product/Goods/88389728,16,8.55,2020.02.28,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16263824,16,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레"
427,427,745,Fantasy,해리포터와 불사조 기사단 4,9788983927910,J.K. 롤링,"8,550원",344,2019,7,21,"['100%', '0%', '0%', '0%', '0%']","['86%', '14%', '0%', '0%', '0%']",9.9,9.8,http://www.yes24.com/Product/Goods/84906970,28,8.55,2019.12.20,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=15915331,30,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
428,428,746,Fantasy,해리포터와 불사조 기사단 5,9788983927927,J.K. 롤링,"8,550원",316,2019,6,23,"['100%', '0%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/84906972,29,8.55,2019.12.20,0.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=15915332,35,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
429,429,747,Fantasy,해리포터와 죽음의 성물 4,9788983928061,J.K. 롤링,"8,550원",324,2020,3,15,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,10.0,http://www.yes24.com/Product/Goods/88389736,18,8.55,2020.02.28,9.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=16263826,23,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레"
430,430,748,Fantasy,해리포터와 불사조 기사단 3,9788983927903,J.K. 롤링,"8,550원",316,2019,6,23,"['100%', '0%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/84906968,29,8.55,2019.12.20,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=15915330,30,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
431,431,749,Fantasy,해리포터와 죽음의 성물 3,9788983928054,J.K. 롤링,"8,550원",312,2020,5,17,"['80%', '0%', '20%', '0%', '0%']","['80%', '0%', '0%', '0%', '20%']",8.8,10.0,http://www.yes24.com/Product/Goods/88389731,22,8.55,2020.02.28,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16263825,22,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서 #탑골공원책벌레"
432,432,750,Fantasy,숲과 별이 만날 때,9788901244518,글렌디 밴더라,"14,400원",552,2020,102,28,"['80%', '18%', '2%', '0%', '0%']","['76%', '21%', '3%', '0%', '0%']",9.5,8.8,http://www.yes24.com/Product/Goods/92857363,130,14.4,2020.09.17,9.45,96,http://book.naver.com/bookdb/book_detail.naver?bid=16713263,226,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#북클러버의선택 #삶을노래하다 #추리/미스터리/스릴러 #판타지"
433,433,751,Fantasy,해리포터와 혼혈 왕자 1,9788983927958,J.K. 롤링,"8,550원",280,2020,5,21,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,10.0,http://www.yes24.com/Product/Goods/86004485,26,8.55,2020.01.20,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16031862,28,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
434,434,752,Fantasy,해리포터와 혼혈 왕자 2,9788983927965,J.K. 롤링,"8,550원",296,2020,6,18,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,10.0,http://www.yes24.com/Product/Goods/86004500,24,8.55,2020.01.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16031863,24,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
435,435,753,Fantasy,해리포터와 혼혈 왕자 4,9788983927989,J.K. 롤링,"8,550원",244,2020,6,18,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.8,http://www.yes24.com/Product/Goods/86004511,24,8.55,2020.01.20,0.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=16031865,29,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
436,436,754,Fantasy,해리포터와 혼혈 왕자 3,9788983927972,J.K. 롤링,"8,550원",276,2020,5,18,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.8,http://www.yes24.com/Product/Goods/86004505,23,8.55,2020.01.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16031864,23,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#해리포터관련서"
437,437,755,Fantasy,룬의 아이들 - 블러디드 3,9788954674621,전민희,"13,050원",320,2020,34,70,"['94%', '6%', '0%', '0%', '0%']","['94%', '9%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/92910461,104,13.05,2020.09.09,0.0,8,http://book.naver.com/bookdb/book_detail.naver?bid=16743739,112,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",error,error
438,438,756,Fantasy,나니아 연대기,9788952789020,C. S. 루이스,"34,200원",1,2005,66,38,"['65%', '23%', '9%', '2%', '2%']","['50%', '32%', '15%', '0%', '3%']",8.8,9.6,http://www.yes24.com/Product/Goods/1942709,104,34.2,2019.03.20,9.0,8,http://book.naver.com/bookdb/book_detail.naver?bid=14642853,112,"['  국내도서 > 소설/시/희곡 > 장르소설 > 판타지', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2005년 올해의 책 선정도서",error
