,index,Unnamed: 0,Genere,Title,Author,ISBN,Num_Pages_AZ,Pub_Date_AZ,Lingua_AZ,Avg_Rat_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,Link_AZ,Num_Pag_AN,N_Votes_AN,N_Reviews_AN,Avg_Rat_AN,Pub_Date_AN,Genere_Suggerito_AN,Lingua_AN,Link_AN
397,407,407,Romance,Alice's Adventures in Wonderland + Audiobook,Lewis Carroll (Autore),978-8853013279,112,"
Editore
‏
:
‎

Black Cat-Cideb; Pap/Cdr edizione (1 febbraio 2013)
","
Lingua
‏
:
‎

Inglese
",4.6,"['76%', '17%', '6%', '1%', '1%']",218.0,47.0,https://www.amazon.it/Alices-Adventures-Wonderland-Lewis-Carroll/dp/8853013273/ref=sr_1_33?dchild=1&m=A1IZZI10GE0KEI&qid=1633023731&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-33,error,2,9,3.0,error,error,error,https://www.anobii.com/search/978-8853013279/books
398,408,408,Romance,Ally nella tempesta. Le sette sorelle,"Lucinda Riley (Autore),",978-8809865662,656,"
Editore
‏
:
‎

Giunti Editore (12 giugno 2018)
","
Lingua
‏
:
‎

Italiano
",4.5,"['63%', '25%', '9%', '1%', '2%']",1793.0,289.0,https://www.amazon.it/Ally-nella-tempesta-sette-sorelle/dp/8809865669/ref=sr_1_4?dchild=1&m=A1IZZI10GE0KEI&qid=1633023729&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-4&sres=8820071762%2C8809843525%2C8869664473%2C8809865669%2C8809843509%2C8809843495%2C8809873416%2C8820071150%2C8809833929%2C8893258315%2C0571334652%2C8804724277%2C8804740302%2C8804740299%2C8820072297%2C8868363879,error,479,46,3.99,error,error,error,https://www.anobii.com/search/978-8809865662/books
399,409,409,Romance,Amo la mia vita,"Sophie Kinsella (Autore),",978-8804732471,324,"
Editore
‏
:
‎

Mondadori (27 ottobre 2020)
","
Lingua
‏
:
‎

Italiano
",3.8,"['39%', '25%', '22%', '10%', '4%']",739.0,76.0,https://www.amazon.it/Amo-mia-vita-Sophie-Kinsella/dp/8804732474/ref=sr_1_119?dchild=1&m=A1IZZI10GE0KEI&qid=1633023737&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-119,error,36,7,2.94,error,error,error,https://www.anobii.com/search/978-8804732471/books
400,410,410,Romance,Amore infinito. After (Vol. 5),"Anna Todd (Autore),",978-8868363871,397,"
Editore
‏
:
‎

Sperling & Kupfer; 1° edizione (21 febbraio 2017)
","
Lingua
‏
:
‎

Italiano
",4.7,"['81%', '11%', '6%', '1%', '1%']",1177.0,265.0,https://www.amazon.it/Amore-infinito-After-Anna-Todd/dp/8868363879/ref=sr_1_16?dchild=1&m=A1IZZI10GE0KEI&qid=1633023729&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-16&sres=8820071762%2C8809843525%2C8869664473%2C8809865669%2C8809843509%2C8809843495%2C8809873416%2C8820071150%2C8809833929%2C8893258315%2C0571334652%2C8804724277%2C8804740302%2C8804740299%2C8820072297%2C8868363879,error,259,33,3.41,error,"[' Famiglia, Sesso & Relazioni ', ' Adolescenti ', ' Rosa ']",error,https://www.anobii.com/search/978-8868363871/books
401,411,411,Romance,Anime perdute. After (Vol. 4),"Anna Todd (Autore),",978-8868363864,401,"
Editore
‏
:
‎

Sperling & Kupfer; 1° edizione (21 febbraio 2017)
","
Lingua
‏
:
‎

Italiano
",4.7,"['79%', '13%', '5%', '2%', '1%']",1155.0,248.0,https://www.amazon.it/Anime-perdute-After-Anna-Todd/dp/8868363860/ref=sr_1_20?dchild=1&m=A1IZZI10GE0KEI&qid=1633023730&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-20,error,265,29,3.04,error,"[' Famiglia, Sesso & Relazioni ', ' Adolescenti ', ' Rosa ']",error,https://www.anobii.com/search/978-8868363864/books
402,412,412,Romance,Anna dagli occhi verdi,Sveva Casati Modignani (Autore),978-8868365547,588,"
Editore
‏
:
‎

Sperling & Kupfer; 3° edizione (29 maggio 2019)
","
Lingua
‏
:
‎

Italiano
",4.2,"['58%', '15%', '19%', '4%', '4%']",109.0,31.0,https://www.amazon.it/dagli-occhi-verdi-Casati-Modignani/dp/8868365545/ref=sr_1_257?dchild=1&m=A1IZZI10GE0KEI&qid=1633023750&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-257,error,292,19,3.65,error,error,error,https://www.anobii.com/search/978-8868365547/books
403,413,413,Romance,Appuntamento in riva al mare,"Ali McNamara (Autore),",978-8822740700,352,"
Editore
‏
:
‎

Newton Compton Editori (2 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",4.1,"['45%', '32%', '16%', '7%', '1%']",576.0,40.0,https://www.amazon.it/Appuntamento-riva-mare-Ali-McNamara/dp/882274070X/ref=sr_1_149?dchild=1&m=A1IZZI10GE0KEI&qid=1633023740&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-149,error,15,3,3.8,error,error,error,https://www.anobii.com/search/978-8822740700/books
404,414,414,Romance,Baci nell'ombra,Sara Dardikh (Autore),978-8817101295,388,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli (6 marzo 2018)
","
Lingua
‏
:
‎

Italiano
",4.5,"['68%', '19%', '6%', '2%', '4%']",186.0,89.0,https://www.amazon.it/Baci-nellombra-Sara-Dardikh/dp/881710129X/ref=sr_1_128?dchild=1&m=A1IZZI10GE0KEI&qid=1633023737&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-128,error,1,2,4.0,error,[' Intrattenimento '],error,https://www.anobii.com/search/978-8817101295/books
405,415,415,Romance,Before. After forever,"Anna Todd (Autore),",978-8868364069,384,"
Editore
‏
:
‎

Sperling & Kupfer (29 agosto 2017)
","
Lingua
‏
:
‎

Italiano
",4.6,"['75%', '15%', '7%', '2%', '2%']",637.0,141.0,https://www.amazon.it/Before-After-forever-Anna-Todd/dp/8868364069/ref=sr_1_43?dchild=1&m=A1IZZI10GE0KEI&qid=1633023731&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-43,error,10,1,3.4,error,error,error,https://www.anobii.com/search/978-8868364069/books
406,416,416,Romance,Begin again. Ediz. italiana (Vol. 1),"Mona Kasten (Autore),",978-8868364816,445,"
Editore
‏
:
‎

Sperling & Kupfer (12 febbraio 2019)
","
Lingua
‏
:
‎

Italiano
",4.3,"['62%', '20%', '11%', '5%', '2%']",144.0,56.0,https://www.amazon.it/Begin-again-Ediz-italiana-1/dp/8868364816/ref=sr_1_197?dchild=1&m=A1IZZI10GE0KEI&qid=1633023743&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-197,error,37,3,3.69,error,error,error,https://www.anobii.com/search/978-8868364816/books
407,417,417,Romance,Breaking dawn,"Stephenie Meyer (Autore),",978-8893250078,686,"
Editore
‏
:
‎

Fazi (20 ottobre 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['77%', '15%', '4%', '2%', '2%']",490.0,142.0,https://www.amazon.it/Breaking-dawn-Stephenie-Meyer/dp/8893250071/ref=sr_1_55?dchild=1&m=A1IZZI10GE0KEI&qid=1633023732&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-55,error,17,4,4.24,error,error,error,https://www.anobii.com/search/978-8893250078/books
408,418,418,Romance,Brick lane: Shortlisted for the Man Booker Prize,"Monica Ali (Autore, Collaboratore)",978-0552151597,496,"
Editore
‏
:
‎

Transworld (1 ottobre 2003)
","
Lingua
‏
:
‎

Inglese
",4.2,"['56%', '21%', '12%', '6%', '5%']",514.0,167.0,https://www.amazon.it/Brick-lane-Monica-Ali/dp/0552151599/ref=sr_1_317?dchild=1&m=A1IZZI10GE0KEI&qid=1633023754&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-317,error,396,53,3.69,error,error,error,https://www.anobii.com/search/978-0552151597/books
409,419,419,Romance,Bugiarde si diventa,Felicia Kingsley (Autore),978-8822741875,416,"
Editore
‏
:
‎

Newton Compton Editori (3 maggio 2021)
","
Lingua
‏
:
‎

Italiano
",4.4,"['56%', '29%', '10%', '3%', '2%']",2785.0,195.0,https://www.amazon.it/Bugiarde-si-diventa-Felicia-Kingsley/dp/8822741870/ref=sr_1_27?dchild=1&m=A1IZZI10GE0KEI&qid=1633023730&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-27,error,39,7,3.65,error,error,error,https://www.anobii.com/search/978-8822741875/books
410,420,420,Romance,Cannoni per la libertà,"Diana Gabaldon (Autore),",978-8850221707,793,"
Editore
‏
:
‎

TEA (17 giugno 2010)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '15%', '10%', '2%', '2%']",114.0,31.0,https://www.amazon.it/Cannoni-libert%C3%A0-Diana-Gabaldon/dp/8850221703/ref=sr_1_206?dchild=1&m=A1IZZI10GE0KEI&qid=1633023743&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-206,error,359,51,4.18,error,error,error,https://www.anobii.com/search/978-8850221707/books
411,421,421,Romance,Come due sconosciuti,"Lisa Kleypas (Autore),",978-8804700616,349,"
Editore
‏
:
‎

Mondadori (9 ottobre 2018)
","
Lingua
‏
:
‎

Italiano
",4.4,"['61%', '23%', '11%', '3%', '2%']",158.0,49.0,https://www.amazon.it/Come-due-sconosciuti-Lisa-Kleypas/dp/8804700610/ref=sr_1_265?dchild=1&m=A1IZZI10GE0KEI&qid=1633023750&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-265,error,42,11,4.04,error,"[' Narrativa & Letteratura ', ' Rosa ']",error,https://www.anobii.com/search/978-8804700616/books
412,422,422,Romance,Come la pioggia e la Scozia,Giulia De Martin (Autore),978-8831481274,326,"
Editore
‏
:
‎

Words Edizioni (24 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.0,"['40%', '34%', '17%', '6%', '3%']",1866.0,143.0,https://www.amazon.it/Come-pioggia-Scozia-Giulia-Martin/dp/8831481274/ref=sr_1_113?dchild=1&m=A1IZZI10GE0KEI&qid=1633023737&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-113,error,8,1,3.62,error,error,error,https://www.anobii.com/search/978-8831481274/books
413,423,423,Romance,Come la prima volta,"Nicholas Sparks (Autore),",978-8868360726,812,"
Editore
‏
:
‎

Sperling & Kupfer; 1° edizione (17 ottobre 2013)
","
Lingua
‏
:
‎

Italiano
",4.5,"['72%', '18%', '4%', '1%', '5%']",124.0,34.0,https://www.amazon.it/Come-prima-volta-Nicholas-Sparks/dp/8868360721/ref=sr_1_129?dchild=1&m=A1IZZI10GE0KEI&qid=1633023738&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-129,301,944,87,3.8,"Editore
Sperling & Kupfer (Pickwick)","[' Famiglia, Sesso & Relazioni ', ' Narrativa & Letteratura ', ' Rosa ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8868360726/books
414,424,424,Romance,Come mondi lontani. After (Vol. 3),"Anna Todd (Autore),",978-8868363857,400,"
Editore
‏
:
‎

Sperling & Kupfer; 1° edizione (21 febbraio 2017)
","
Lingua
‏
:
‎

Italiano
",4.7,"['77%', '15%', '6%', '1%', '1%']",1343.0,310.0,https://www.amazon.it/Come-mondi-lontani-After-3/dp/8868363852/ref=sr_1_28?dchild=1&m=A1IZZI10GE0KEI&qid=1633023730&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-28,error,301,31,3.09,error,error,error,https://www.anobii.com/search/978-8868363857/books
415,425,425,Romance,Come una fenice,Chiara Cavini Benedetti (Autore),978-8832233261,399,"
Editore
‏
:
‎

Queen Edizioni (6 dicembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.3,"['61%', '22%', '11%', '5%', '2%']",174.0,36.0,https://www.amazon.it/Come-fenice-Chiara-Cavini-Benedetti/dp/8832233266/ref=sr_1_290?dchild=1&m=A1IZZI10GE0KEI&qid=1633023752&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-290,error,0,3,0.0,error,error,error,https://www.anobii.com/search/978-8832233261/books
416,426,426,Romance,Crave,"Tracy Wolff (Autore),",978-8820070755,450,"
Editore
‏
:
‎

Sperling & Kupfer (2 febbraio 2021)
","
Lingua
‏
:
‎

Italiano
",4.2,"['55%', '25%', '10%', '6%', '4%']",391.0,66.0,https://www.amazon.it/Crave-Tracy-Wolff/dp/8820070758/ref=sr_1_42?dchild=1&m=A1IZZI10GE0KEI&qid=1633023731&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-42,error,14,4,3.07,error,error,error,https://www.anobii.com/search/978-8820070755/books
417,427,427,Romance,Crush Edizione Italiana,"Tracy Wolff (Autore),",978-8820070861,596,"
Editore
‏
:
‎

Sperling & Kupfer (6 aprile 2021)
","
Lingua
‏
:
‎

Italiano
",4.5,"['69%', '22%', '6%', '2%', '2%']",262.0,42.0,https://www.amazon.it/Crush-Edizione-Italiana-Tracy-Wolff/dp/8820070863/ref=sr_1_50?dchild=1&m=A1IZZI10GE0KEI&qid=1633023732&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-50,error,10,3,4.05,error,error,error,https://www.anobii.com/search/978-8820070861/books
418,428,428,Romance,Darker: Fifty Shades Darker As Told by Christian: 5,E. L. James (Autore),978-0385543910,546,"
Editore
‏
:
‎

Vintage Books; 1° edizione (28 novembre 2017)
","
Lingua
‏
:
‎

Inglese
",4.7,"['84%', '9%', '4%', '1%', '2%']",11830.0,3403.0,https://www.amazon.it/Darker-Fifty-Shades-Told-Christian/dp/0385543913/ref=sr_1_337?dchild=1&m=A1IZZI10GE0KEI&qid=1633023757&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-337,error,79,15,2.89,error,error,error,https://www.anobii.com/search/978-0385543910/books
419,429,429,Romance,Daydreamer. Le ali del sogno,"Aa.Vv. (Autore, Collaboratore)",978-8804736172,324,"
Editore
‏
:
‎

Mondadori (24 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.5,"['73%', '14%', '7%', '2%', '3%']",792.0,141.0,https://www.amazon.it/Daydreamer-ali-del-sogno-Aa-Vv/dp/8804736178/ref=sr_1_75?dchild=1&m=A1IZZI10GE0KEI&qid=1633023734&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-75,error,1,1,3.5,error,error,error,https://www.anobii.com/search/978-8804736172/books
420,430,430,Romance,Dicono di noi,Charlie Moon (Autore),978-8845400759,203,"
Editore
‏
:
‎

Sonzogno (3 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['70%', '19%', '6%', '2%', '2%']",150.0,53.0,https://www.amazon.it/Dicono-noi-Charlie-Moon/dp/8845400751/ref=sr_1_184?dchild=1&m=A1IZZI10GE0KEI&qid=1633023742&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-184,error,2,1,3.5,error,error,error,https://www.anobii.com/search/978-8845400759/books
421,431,431,Romance,Dopo di te,"Jojo Moyes (Autore),",978-8804676690,380,"
Editore
‏
:
‎

Mondadori (4 luglio 2017)
","
Lingua
‏
:
‎

Italiano
",4.3,"['60%', '20%', '13%', '4%', '3%']",806.0,354.0,https://www.amazon.it/Dopo-te-Jojo-Moyes/dp/8804676698/ref=sr_1_63?dchild=1&m=A1IZZI10GE0KEI&qid=1633023732&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-63,error,945,158,3.23,error,error,error,https://www.anobii.com/search/978-8804676690/books
422,432,432,Romance,Eclipse,"Stephenie Meyer (Autore),",978-8893250207,504,"
Editore
‏
:
‎

Fazi (20 ottobre 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['78%', '13%', '4%', '3%', '2%']",468.0,134.0,https://www.amazon.it/Eclipse-Stephenie-Meyer/dp/8893250209/ref=sr_1_40?dchild=1&m=A1IZZI10GE0KEI&qid=1633023731&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-40,error,13,1,3.88,error,error,error,https://www.anobii.com/search/978-8893250207/books
423,433,433,Romance,El amor en los tiempos del cólera [Lingua spagnola],Gabriel García Márquez (Autore),978-8497592451,464,"
Editore
‏
:
‎

Debolsillo; 012 edizione (1 gennaio 2010)
","
Lingua
‏
:
‎

Spagnolo
",4.8,"['85%', '10%', '3%', '1%', '1%']",2618.0,421.0,https://www.amazon.it/amor-los-tiempos-del-c%C3%B3lera/dp/849759245X/ref=sr_1_100?dchild=1&m=A1IZZI10GE0KEI&qid=1633023736&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-100,error,11720,1086,4.2,error,error,error,https://www.anobii.com/search/978-8497592451/books
424,434,434,Romance,Fangirl,"Rainbow Rowell (Autore),",978-8868369712,512,"
Editore
‏
:
‎

Piemme (27 giugno 2017)
","
Lingua
‏
:
‎

Italiano
",4.5,"['68%', '18%', '8%', '3%', '3%']",4452.0,2053.0,https://www.amazon.it/Fangirl-Rainbow-Rowell/dp/8868369710/ref=sr_1_378?dchild=1&m=A1IZZI10GE0KEI&qid=1633023760&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-378,error,392,78,3.81,error, Adolescenti ,error,https://www.anobii.com/search/978-8868369712/books
425,435,435,Romance,Fermate gli sposi!,"Sophie Kinsella (Autore),",978-8804714569,523,"
Editore
‏
:
‎

Mondadori (18 giugno 2019)
","
Lingua
‏
:
‎

Italiano
",4.0,"['49%', '21%', '18%', '8%', '5%']",227.0,137.0,https://www.amazon.it/Fermate-gli-sposi-Sophie-Kinsella/dp/8804714565/ref=sr_1_188?dchild=1&m=A1IZZI10GE0KEI&qid=1633023742&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-188,error,881,164,3.28,error,error,error,https://www.anobii.com/search/978-8804714569/books
426,436,436,Romance,Fidanzato part-time,Anna Zarlenga (Autore),978-8822749055,288,"
Editore
‏
:
‎

Newton Compton Editori (29 aprile 2021)
","
Lingua
‏
:
‎

Italiano
",4.1,"['42%', '32%', '18%', '6%', '2%']",1096.0,91.0,https://www.amazon.it/Fidanzato-part-time-Anna-Zarlenga/dp/8822749057/ref=sr_1_344?dchild=1&m=A1IZZI10GE0KEI&qid=1633023757&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-344,error,13,1,3.19,error,error,error,https://www.anobii.com/search/978-8822749055/books
427,437,437,Romance,Finalmente insieme,"Tijan (Autore),",978-8811673378,320,"
Editore
‏
:
‎

Garzanti (18 giugno 2020)
","
Lingua
‏
:
‎

Italiano
",4.5,"['66%', '23%', '6%', '4%', '2%']",124.0,23.0,https://www.amazon.it/Finalmente-insieme-Tijan/dp/8811673372/ref=sr_1_349?dchild=1&m=A1IZZI10GE0KEI&qid=1633023757&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-349,error,6,15,4.0,error,error,error,https://www.anobii.com/search/978-8811673378/books
428,438,438,Romance,Finalmente noi. Nuova ediz.,"Tijan (Autore),",978-8811602422,348,"
Editore
‏
:
‎

Garzanti; New edizione (8 marzo 2018)
","
Lingua
‏
:
‎

Italiano
",4.1,"['55%', '20%', '13%', '6%', '7%']",254.0,80.0,https://www.amazon.it/Finalmente-noi-Tijan/dp/8811602424/ref=sr_1_363?dchild=1&m=A1IZZI10GE0KEI&qid=1633023758&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-363,error,2,5,4.0,error,error,error,https://www.anobii.com/search/978-8811602422/books
429,439,439,Romance,Ghosts: The Top 10 Sunday Times Bestseller,Dolly Alderton (Autore),978-0241988688,352,"
Editore
‏
:
‎

Penguin; 1° edizione (22 luglio 2021)
","
Lingua
‏
:
‎

Inglese
",4.4,"['58%', '27%', '11%', '3%', '1%']",5111.0,149.0,https://www.amazon.it/Ghosts-Top-Sunday-Times-Bestseller/dp/0241988683/ref=sr_1_370?dchild=1&m=A1IZZI10GE0KEI&qid=1633023760&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-370,error,0,1,0.0,error,error,error,https://www.anobii.com/search/978-0241988688/books
430,440,440,Romance,Gli ingredienti segreti dell'amore,"Nicolas Barreau (Autore),",978-8807881473,240,"
Editore
‏
:
‎

Feltrinelli (25 febbraio 2013)
","
Lingua
‏
:
‎

Italiano
",4.2,"['52%', '28%', '9%', '7%', '3%']",121.0,68.0,https://www.amazon.it/ingredienti-segreti-dellamore-Nicolas-Barreau/dp/8807881470/ref=sr_1_109?dchild=1&m=A1IZZI10GE0KEI&qid=1633023736&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-109,error,1808,437,3.34,error,error,error,https://www.anobii.com/search/978-8807881473/books
431,441,441,Romance,Ho cercato il tuo nome,"Nicholas Sparks (Autore),",978-8868360382,384,"
Editore
‏
:
‎

Sperling & Kupfer (24 giugno 2013)
","
Lingua
‏
:
‎

Italiano
",4.5,"['73%', '13%', '7%', '3%', '4%']",124.0,54.0,https://www.amazon.it/cercato-tuo-nome-Nicholas-Sparks/dp/8868360381/ref=sr_1_140?dchild=1&m=A1IZZI10GE0KEI&qid=1633023738&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-140,error,1067,113,3.92,error,error,error,https://www.anobii.com/search/978-8868360382/books
432,442,442,Romance,I love shopping,"Sophie Kinsella (Autore),",978-8804718789,416,"
Editore
‏
:
‎

Mondadori (7 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.3,"['60%', '22%', '14%', '3%', '2%']",359.0,115.0,https://www.amazon.it/I-love-shopping-Sophie-Kinsella/dp/8804718781/ref=sr_1_155?dchild=1&m=A1IZZI10GE0KEI&qid=1633023740&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-155,error,0,0,0.0,error,error,error,https://www.anobii.com/search/978-8804718789/books
433,443,443,Romance,I love shopping a Las Vegas,"Sophie Kinsella (Autore),",978-8804718833,398,"
Editore
‏
:
‎

Mondadori (9 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.3,"['61%', '18%', '13%', '4%', '5%']",199.0,94.0,https://www.amazon.it/I-love-shopping-Las-Vegas/dp/8804718838/ref=sr_1_176?dchild=1&m=A1IZZI10GE0KEI&qid=1633023741&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-176,error,0,0,0.0,error,error,error,https://www.anobii.com/search/978-8804718833/books
434,444,444,Romance,I love shopping a Natale,"Sophie Kinsella (Autore),",978-8804726531,336,"
Editore
‏
:
‎

Mondadori (17 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '15%', '5%', '1%', '1%']",205.0,67.0,https://www.amazon.it/Ragazzine-Conf-Gdo-T-Cp/dp/8804726539/ref=sr_1_303?dchild=1&m=A1IZZI10GE0KEI&qid=1633023752&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-303,error,6,1,4.08,error,error,error,https://www.anobii.com/search/978-8804726531/books
435,445,445,Romance,I misteri di Chalk Hill,"Susanne Goga (Autore),",978-8809893108,400,"
Editore
‏
:
‎

Giunti (3 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.1,"['44%', '32%', '15%', '7%', '3%']",503.0,282.0,https://www.amazon.it/misteri-Chalk-Hill-Susanne-Goga/dp/8809893107/ref=sr_1_307?dchild=1&m=A1IZZI10GE0KEI&qid=1633023754&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-307,error,0,0,0.0,error,error,error,https://www.anobii.com/search/978-8809893108/books
436,446,446,Romance,I passi dell'amore,"Nicholas Sparks (Autore),",978-8868360764,232,"
Editore
‏
:
‎

Sperling & Kupfer; 2° edizione (17 ottobre 2013)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '16%', '7%', '3%', '3%']",197.0,56.0,https://www.amazon.it/I-passi-dellamore-Nicholas-Sparks/dp/8868360764/ref=sr_1_85?dchild=1&m=A1IZZI10GE0KEI&qid=1633023735&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-85,error,3623,406,3.93,error,error,error,https://www.anobii.com/search/978-8868360764/books
437,447,447,Romance,Il cerchio di pietre,"Diana Gabaldon (Autore),",978-8850215584,584,"
Editore
‏
:
‎

TEA (10 gennaio 2008)
","
Lingua
‏
:
‎

Italiano
",4.6,"['76%', '16%', '6%', '1%', '1%']",218.0,69.0,https://www.amazon.it/cerchio-pietre-Diana-Gabaldon/dp/8850215584/ref=sr_1_171?dchild=1&m=A1IZZI10GE0KEI&qid=1633023741&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-171,error,935,116,4.16,error,error,error,https://www.anobii.com/search/978-8850215584/books
438,448,448,Romance,Il confine di un attimo,"J. A. Redmerski (Autore),",978-8817073028,436,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli (9 luglio 2014)
","
Lingua
‏
:
‎

Italiano
",4.5,"['75%', '10%', '9%', '3%', '3%']",134.0,119.0,https://www.amazon.it/Now-never-B-Reid/dp/B08C8WP1QK/ref=sr_1_428?dchild=1&m=A1IZZI10GE0KEI&qid=1634713626&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-428,error,481,104,4.11,error," Family, Sex & Relationships ",error,https://www.anobii.com/search/978-8817073028/books
439,449,449,Romance,Il diavolo in primavera,"Lisa Kleypas (Autore),",978-8804682356,350,"
Editore
‏
:
‎

Mondadori (28 novembre 2017)
","
Lingua
‏
:
‎

Italiano
",4.2,"['49%', '31%', '16%', '3%', '1%']",154.0,53.0,https://www.amazon.it/diavolo-primavera-Lisa-Kleypas/dp/8804682353/ref=sr_1_270?dchild=1&m=A1IZZI10GE0KEI&qid=1633023750&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-270,error,51,14,3.87,error,error,error,https://www.anobii.com/search/978-8804682356/books
440,450,450,Romance,Il diavolo veste Prada,Lauren Weisberger (Autore),978-8868366339,416,"
Editore
‏
:
‎

Piemme (24 giugno 2013)
","
Lingua
‏
:
‎

Italiano
",4.4,"['66%', '23%', '3%', '7%', '2%']",84.0,40.0,https://www.amazon.it/diavolo-veste-Prada-Lauren-Weisberger/dp/8868366339/ref=sr_1_145?dchild=1&m=A1IZZI10GE0KEI&qid=1633023740&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-145,error,4971,601,3.59,error,error,error,https://www.anobii.com/search/978-8868366339/books
441,451,451,Romance,Il disastro siamo noi. Nuova ediz.,"Jamie McGuire (Autore),",978-8811675754,271,"
Editore
‏
:
‎

Garzanti; New edizione (19 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
",4.5,"['73%', '15%', '8%', '3%', '1%']",118.0,46.0,https://www.amazon.it/disastro-siamo-noi-Jamie-McGuire/dp/8811675758/ref=sr_1_195?dchild=1&m=A1IZZI10GE0KEI&qid=1633023743&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-195,error,78,14,3.34,error,error,error,https://www.anobii.com/search/978-8811675754/books
