,index,Genere,Genere_Suggerito,Pud_Data,Title,Author,ISBN,Num_Pages_GR,Stars_GR,Distr_Rat_GR,N_Votes_GR,N_Reviews_GR,GR_link,Stars_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,AZ_link
476,484,Fantasy,"['Fantasy\n6,339 users', 'Young Adult\n1,946 users', 'Romance\n1,188 users', 'New Adult\n854 users', 'Young Adult > Young Adult Fantasy\n532 users', 'Fantasy > Magic\n523 users', 'Fiction\n501 users', 'Fantasy > High Fantasy\n399 users', 'Fairies > Fae\n391 users']",Published September 5th 2017 by Bloomsbury USA Childrens,Tower of Dawn,Sarah J. Maas,9781681195773,660,4.3,"['51%', '33%', '12%', '3%', '1%']",180476,16811,https://www.goodreads.com/book/show/31450852-tower-of-dawn,4.7,"['81%', '14%', '4%', '1%', '1%']",8443.0,1746.0,https://www.amazon.it/s?k=9781681195773&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
477,485,Fantasy,"['Fantasy\n6,067 users', 'Fiction\n1,264 users', 'Humor\n988 users', 'Humor > Comedy\n322 users', 'Science Fiction Fantasy\n224 users', 'Religion\n172 users', 'Audiobook\n104 users', 'Science Fiction\n100 users', 'Novels\n92 users']",Published August 1st 2005 by Corgi (first published May 1992),Small Gods,Terry Pratchett,9780552152976,400,4.3,"['49%', '34%', '14%', '2%', '1%']",106053,3290,https://www.goodreads.com/book/show/34484.Small_Gods,4.7,"['81%', '13%', '4%', '1%', '1%']",2014.0,492.0,https://www.amazon.it/s?k=9780552152976&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
478,486,Fantasy,"['Fantasy\n6,059 users', 'Young Adult\n3,387 users', 'Science Fiction > Dystopia\n1,473 users', 'Romance\n890 users', 'Fiction\n722 users', 'Young Adult > Young Adult Fantasy\n512 users', 'Audiobook\n384 users', 'Science Fiction\n362 users', 'Fantasy > Magic\n332 users']",Published February 9th 2016 by HarperTeen,Glass Sword,Victoria Aveyard,9780062310668,444,3.85,"['31%', '36%', '23%', '7%', '3%']",254000,20995,https://www.goodreads.com/book/show/23174274-glass-sword,4.5,"['72%', '16%', '8%', '3%', '2%']",4642.0,1002.0,https://www.amazon.it/s?k=9780062310668&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
479,487,Fantasy,"['Fantasy\n6,052 users', 'Fiction\n541 users', 'Fantasy > High Fantasy\n254 users', 'Fantasy > Epic Fantasy\n252 users', 'Adventure\n184 users', 'Adult\n138 users', 'Science Fiction Fantasy\n138 users', 'Young Adult\n128 users', 'Fantasy > Dragons\n124 users']",Published March 1999 by Voyager (first published March 1998),Ship of Magic,Robin Hobb,9780006498858,880,4.13,"['42%', '37%', '15%', '4%', '2%']",70915,3195,https://www.goodreads.com/book/show/45100.Ship_of_Magic,4.5,"['68%', '20%', '7%', '2%', '2%']",1469.0,576.0,https://www.amazon.it/s?k=9780006498858&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
480,488,Fantasy,"['Fantasy\n6,008 users', 'Fiction\n652 users', 'Fantasy > Epic Fantasy\n520 users', 'Fantasy > High Fantasy\n232 users', 'Science Fiction Fantasy\n171 users', 'Epic\n137 users', 'Young Adult\n127 users', 'Adventure\n114 users', 'Audiobook\n112 users']",Published November 2nd 2010 by Tom Doherty Associates TOR Fantasy,Towers of Midnight,Robert Jordan,9780765325945,863,4.42,"['58%', '30%', '9%', '2%', '1%']",135691,3244,https://www.goodreads.com/book/show/8253920-towers-of-midnight,4.8,"['84%', '12%', '2%', '1%', '1%']",3145.0,1322.0,https://www.amazon.it/s?k=9780765325945&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
481,489,Fantasy,"['Fantasy\n5,998 users', 'Romance\n904 users', 'Fiction\n691 users', 'Fantasy > Epic Fantasy\n245 users', 'Adult Fiction > Erotica\n241 users', 'Adult\n227 users', 'Science Fiction Fantasy\n188 users', 'Fantasy > High Fantasy\n186 users', 'Erotica > BDSM\n134 users']",Published September 5th 2003 by Tor Fantasy (first published June 23rd 2001),Kushiel's Dart,Jacqueline Carey,9780330493741,1040,3.98,"['43%', '29%', '16%', '7%', '5%']",81353,4270,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,4.4,"['70%', '14%', '7%', '4%', '4%']",974.0,479.0,https://www.amazon.it/s?k=9780330493741&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
482,490,Fantasy,"['Fantasy\n5,992 users', 'Young Adult\n2,082 users', 'Fiction\n774 users', 'Fantasy > Magic\n317 users', 'Adventure\n275 users', 'Fantasy > High Fantasy\n233 users', 'Young Adult > Young Adult Fantasy\n231 users', 'Science Fiction Fantasy\n178 users', 'Audiobook\n152 users']",Published December 30th 2015 by Eos (first published April 21st 2001),Lirael,Garth Nix,9780060590161,464,4.24,"['48%', '35%', '13%', '3%', '2%']",117779,3279,https://www.goodreads.com/book/show/47624.Lirael,4.7,"['73%', '21%', '4%', '1%', '1%']",874.0,261.0,https://www.amazon.it/s?k=9780060590161&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
483,491,Fantasy,"['Fantasy\n5,967 users', 'Young Adult\n2,135 users', 'Romance\n919 users', 'Young Adult > Young Adult Fantasy\n660 users', 'Fantasy > Magic\n532 users', 'Fiction\n442 users', 'Audiobook\n271 users', 'Fantasy > High Fantasy\n245 users', 'Paranormal > Demons\n150 users']",Published June 4th 2019 by Margaret K. McElderry Books,Sorcery of Thorns,Margaret Rogerson,9781481497619,453,4.08,"['38%', '39%', '18%', '4%', '1%']",68483,12257,https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,4.5,"['69%', '19%', '8%', '2%', '2%']",2181.0,302.0,https://www.amazon.it/s?k=9781481497619&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
484,492,Fantasy,"['Fantasy\n5,954 users', 'Young Adult\n2,825 users', 'Romance\n619 users', 'Fiction\n588 users', 'Young Adult > Young Adult Fantasy\n398 users', 'Fantasy > High Fantasy\n320 users', 'Adventure\n316 users', 'Fantasy > Magic\n304 users', 'Young Adult > Teen\n209 users']",Published May 1st 2012 by Dial,Bitterblue,Kristin Cashore,9780803734739,576,3.98,"['36%', '36%', '19%', '6%', '2%']",113844,8461,https://www.goodreads.com/book/show/12680907-bitterblue,4.5,"['70%', '18%', '8%', '2%', '2%']",1241.0,599.0,https://www.amazon.it/s?k=9780803734739&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
485,493,Fantasy,"['Fantasy\n5,948 users', 'Young Adult\n4,106 users', 'Fantasy > Paranormal\n1,431 users', 'Romance\n827 users', 'Fiction\n760 users', 'Fantasy > Magic\n691 users', 'Fantasy > Urban Fantasy\n640 users', 'LGBT\n618 users', 'Audiobook\n578 users']",Published October 21st 2014 by Scholastic Press,"Blue Lily, Lily Blue",Maggie Stiefvater,9780545424967,391,4.23,"['46%', '37%', '13%', '3%', '1%']",142601,14367,https://www.goodreads.com/book/show/17378508-blue-lily-lily-blue,4.7,"['77%', '16%', '5%', '1%', '1%']",1393.0,418.0,https://www.amazon.it/s?k=9780545424967&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
486,494,Fantasy,"['Fantasy\n5,908 users', 'Young Adult\n908 users', 'Fiction\n441 users', 'Adult\n433 users', 'New Adult\n317 users', 'Fantasy > High Fantasy\n308 users', 'Romance\n209 users', 'Audiobook\n208 users', 'Fantasy > Magic\n196 users']",Published August 9th 2016 by St. Martin's Press,Nevernight,Jay Kristoff,9781250073020,429,4.2,"['49%', '33%', '11%', '4%', '3%']",69436,11621,https://www.goodreads.com/book/show/26114463-nevernight,4.5,"['72%', '18%', '6%', '2%', '2%']",2652.0,554.0,https://www.amazon.it/s?k=9781250073020&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
487,495,Fantasy,"['Fantasy\n5,859 users', 'Fiction\n1,215 users', 'Humor\n1,008 users', 'Humor > Comedy\n332 users', 'Science Fiction Fantasy\n220 users', 'Audiobook\n169 users', 'Young Adult\n143 users', 'Adventure\n104 users', 'Childrens\n103 users']",Published September 27th 2005 by HarperTorch (first published September 25th 2004),Going Postal,Terry Pratchett,9780060502935,394,4.35,"['53%', '34%', '11%', '2%', '1%']",113322,3463,https://www.goodreads.com/book/show/64222.Going_Postal,4.8,"['86%', '11%', '2%', '1%', '1%']",1742.0,532.0,https://www.amazon.it/s?k=9780060502935&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
488,496,Fantasy,"['Fantasy\n5,849 users', 'Young Adult\n2,180 users', 'Romance\n1,281 users', 'Retellings\n1,116 users', 'Young Adult > Young Adult Fantasy\n550 users', 'Mythology > Mermaids\n364 users', 'Adventure > Pirates\n363 users', 'Fiction\n358 users', 'Fantasy > Magic\n269 users']",Published March 6th 2018 by Feiwel & Friends,To Kill a Kingdom,Alexandra Christo,9781250112682,344,3.86,"['28%', '41%', '23%', '6%', '2%']",92932,14283,https://www.goodreads.com/book/show/34499221-to-kill-a-kingdom,4.4,"['63%', '23%', '9%', '3%', '2%']",3085.0,454.0,https://www.amazon.it/s?k=9781250112682&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
489,497,Fantasy,"['Fantasy\n5,823 users', 'Fiction\n1,961 users', 'Horror\n1,802 users', 'Science Fiction\n611 users', 'Adventure\n328 users', 'Westerns\n262 users', 'Audiobook\n230 users', 'Science Fiction Fantasy\n214 users', 'Thriller\n148 users']",Published June 23rd 2003 by Viking Adult (first published August 1991),The Waste Lands,Stephen King,9780670032563,422,4.22,"['45%', '38%', '14%', '3%', '1%']",200683,6179,https://www.goodreads.com/book/show/34084.The_Waste_Lands,4.7,"['80%', '14%', '4%', '1%', '1%']",2922.0,928.0,https://www.amazon.it/s?k=9780670032563&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
490,498,Fantasy,"['Fantasy\n5,790 users', 'Young Adult\n3,220 users', 'Science Fiction > Dystopia\n831 users', 'Romance\n641 users', 'Fiction\n491 users', 'Fantasy > Magic\n477 users', 'Young Adult > Young Adult Fantasy\n476 users', 'Science Fiction\n329 users', 'Fantasy > High Fantasy\n312 users']",Published October 7th 2014 by G.P. Putnam’s Sons Books for Young Readers,The Young Elites,Marie Lu,9780399167836,355,3.87,"['32%', '36%', '22%', '7%', '3%']",125678,13777,https://www.goodreads.com/book/show/20821111-the-young-elites,4.4,"['65%', '18%', '11%', '4%', '2%']",882.0,420.0,https://www.amazon.it/s?k=9780399167836&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
491,499,Fantasy,"['Horror\n6,035 users', 'Fantasy\n5,764 users', 'Fiction\n4,067 users', 'Paranormal > Vampires\n3,541 users', 'Fantasy > Paranormal\n1,662 users', 'Classics\n922 users', 'Fantasy > Supernatural\n805 users', 'Gothic\n735 users', 'Fantasy > Urban Fantasy\n600 users']",Published August 31st 2004 by Ballantine Books (first published April 12th 1976),Interview with the Vampire,Anne Rice,9780345476876,342,4.0,"['38%', '34%', '20%', '6%', '2%']",517864,11149,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,4.6,"['77%', '12%', '7%', '2%', '2%']",1538.0,403.0,https://www.amazon.it/s?k=9780345476876&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
492,500,Fantasy,"['Fantasy\n5,721 users', 'Fiction\n576 users', 'Science Fiction > Steampunk\n303 users', 'Fantasy > Epic Fantasy\n236 users', 'Fantasy > High Fantasy\n220 users', 'Audiobook\n210 users', 'Adult\n183 users', 'Young Adult\n161 users', 'Adventure\n148 users']",Published October 6th 2015 by Tor Books,Shadows of Self,Brandon Sanderson,9780765378552,383,4.26,"['44%', '42%', '12%', '2%', '1%']",99649,5468,https://www.goodreads.com/book/show/16065004-shadows-of-self,4.7,"['76%', '18%', '4%', '1%', '1%']",2819.0,852.0,https://www.amazon.it/s?k=9780765378552&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
493,501,Fantasy,"['Fantasy\n5,664 users', 'Fiction\n1,191 users', 'Classics\n385 users', 'Fantasy > High Fantasy\n210 users', 'Fantasy > Epic Fantasy\n166 users', 'Adventure\n153 users', 'Science Fiction Fantasy\n139 users', 'Young Adult\n115 users', 'Childrens\n85 users']",Published April 16th 2007 by HarperCollins,The Children of Húrin,J.R.R. Tolkien,9780007246229,313,3.97,"['34%', '37%', '21%', '5%', '2%']",74087,3577,https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,4.6,"['77%', '13%', '6%', '2%', '2%']",2144.0,795.0,https://www.amazon.it/s?k=9780007246229&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
494,502,Fantasy,"['Fantasy\n5,651 users', 'Fiction\n1,059 users', 'Humor\n895 users', 'Humor > Comedy\n285 users', 'Holiday > Christmas\n219 users', 'Science Fiction Fantasy\n208 users', 'Young Adult\n138 users', 'Childrens\n114 users', 'Audiobook\n107 users']",Published October 2nd 2006 by Corgi (first published November 7th 1996),Hogfather,Terry Pratchett,9780552154284,432,4.2,"['45%', '36%', '15%', '3%', '1%']",85543,2696,https://www.goodreads.com/book/show/34532.Hogfather,4.8,"['83%', '12%', '4%', '1%', '1%']",1854.0,373.0,https://www.amazon.it/s?k=9780552154284&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
495,503,Fantasy,"['Fantasy\n5,599 users', 'Fiction\n627 users', 'Adventure\n231 users', 'Fantasy > Epic Fantasy\n205 users', 'Fantasy > High Fantasy\n197 users', 'Audiobook\n167 users', 'Adult\n131 users', 'Young Adult\n121 users', 'Science Fiction Fantasy\n110 users']",Published October 8th 2013 by Del Rey,The Republic of Thieves,Scott Lynch,9780553804690,650,4.19,"['43%', '39%', '14%', '3%', '1%']",94542,5357,https://www.goodreads.com/book/show/2890090-the-republic-of-thieves,4.5,"['64%', '23%', '9%', '3%', '1%']",2391.0,1104.0,https://www.amazon.it/s?k=9780553804690&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
496,504,Fantasy,"['Fantasy\n5,589 users', 'Young Adult\n5,420 users', 'Historical > Historical Fiction\n2,966 users', 'Fiction\n1,265 users', 'Historical\n1,098 users', 'Fantasy > Paranormal\n947 users', 'Romance\n781 users', 'Fantasy > Magic\n599 users', 'Young Adult > Teen\n419 users']",Published December 9th 2003 by Simon and Schuster,A Great and Terrible Beauty,Libba Bray,9780689875342,403,3.78,"['32%', '31%', '23%', '9%', '4%']",227289,10048,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,4.4,"['70%', '14%', '9%', '5%', '3%']",435.0,158.0,https://www.amazon.it/s?k=9780689875342&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
497,505,Fantasy,"['Fantasy\n5,554 users', 'Young Adult\n2,337 users', 'Young Adult > Young Adult Fantasy\n507 users', 'Fiction\n490 users', 'Fantasy > Magic\n407 users', 'Romance\n396 users', 'Fantasy > High Fantasy\n251 users', 'Audiobook\n243 users', 'Adventure\n118 users']",Published September 20th 2016 by Quill Tree Books,Three Dark Crowns,Kendare Blake,9780062385437,403,3.81,"['29%', '38%', '23%', '7%', '3%']",95411,13329,https://www.goodreads.com/book/show/28374007-three-dark-crowns,4.5,"['68%', '18%', '9%', '3%', '2%']",1387.0,399.0,https://www.amazon.it/s?k=9780062385437&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
498,506,Fantasy,"['Fantasy\n5,476 users', 'Fiction\n615 users', 'Fantasy > Epic Fantasy\n500 users', 'Fantasy > High Fantasy\n229 users', 'Science Fiction Fantasy\n159 users', 'Adventure\n134 users', 'Young Adult\n127 users', 'Epic\n116 users', 'Audiobook\n103 users']",Published January 8th 2013 by Tor Books,A Memory of Light,Robert Jordan,9780765325952,912,4.5,"['65%', '24%', '8%', '2%', '1%']",119263,6568,https://www.goodreads.com/book/show/7743175-a-memory-of-light,4.7,"['83%', '11%', '3%', '1%', '1%']",6758.0,4278.0,https://www.amazon.it/s?k=9780765325952&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
499,507,Fantasy,"['Fantasy\n5,464 users', 'Young Adult\n3,263 users', 'Fantasy > Paranormal\n1,164 users', 'LGBT\n971 users', 'Romance\n799 users', 'Fiction\n681 users', 'Fantasy > Magic\n608 users', 'Fantasy > Urban Fantasy\n560 users', 'Audiobook\n508 users']",Published April 26th 2016 by Scholastic Press,The Raven King,Maggie Stiefvater,9780545424981,439,4.21,"['48%', '33%', '13%', '4%', '2%']",124806,16630,https://www.goodreads.com/book/show/17378527-the-raven-king,4.7,"['78%', '14%', '6%', '1%', '1%']",1457.0,476.0,https://www.amazon.it/s?k=9780545424981&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
500,508,Fantasy,"['Fantasy\n5,452 users', 'Fiction\n974 users', 'Humor\n838 users', 'Humor > Comedy\n267 users', 'Science Fiction Fantasy\n176 users', 'Young Adult\n115 users', 'Mystery\n112 users', 'Audiobook\n112 users', 'Adventure\n92 users']",Published May 27th 2003 by HarperPrism (first published November 11th 1993),Men at Arms,Terry Pratchett,9780061092190,377,4.34,"['51%', '35%', '11%', '2%', '1%']",92160,2198,https://www.goodreads.com/book/show/400354.Men_at_Arms,4.8,"['86%', '10%', '2%', '1%', '1%']",226.0,99.0,https://www.amazon.it/s?k=9780061092190&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
501,509,Fantasy,"['Fantasy\n5,449 users', 'Young Adult\n2,926 users', 'Romance\n1,222 users', 'Fantasy > Paranormal\n968 users', 'Fantasy > Urban Fantasy\n808 users', 'Young Adult > Young Adult Fantasy\n508 users', 'Fiction\n470 users', 'Fantasy > Magic\n406 users', 'Paranormal > Angels\n382 users']",Published March 8th 2016 by Margaret K. McElderry Books,Lady Midnight,Cassandra Clare,9781442468351,669,4.36,"['57%', '29%', '10%', '3%', '2%']",198798,19444,https://www.goodreads.com/book/show/25494343-lady-midnight,4.7,"['82%', '12%', '3%', '1%', '1%']",4057.0,1767.0,https://www.amazon.it/s?k=9781442468351&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
502,510,Fantasy,"['Fantasy\n5,435 users', 'Young Adult\n545 users', 'Fantasy > Magic\n487 users', 'Fiction\n376 users', 'Fantasy > High Fantasy\n299 users', 'Fantasy > Epic Fantasy\n150 users', 'Adventure\n149 users', 'Childrens\n102 users', 'Science Fiction Fantasy\n96 users']",Published January 31st 2004 by Orbit (first published October 24th 2001),The Magicians' Guild,Trudi Canavan,9781841493138,467,3.93,"['33%', '37%', '21%', '6%', '2%']",79444,2874,https://www.goodreads.com/book/show/28249.The_Magicians_Guild,4.5,"['67%', '22%', '8%', '2%', '1%']",849.0,316.0,https://www.amazon.it/s?k=9781841493138&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
503,511,Fantasy,"['Fantasy\n5,432 users', 'Fiction\n537 users', 'Fantasy > Epic Fantasy\n331 users', 'Science Fiction Fantasy\n184 users', 'Fantasy > High Fantasy\n175 users', 'Adventure\n164 users', 'Young Adult\n132 users', 'Fantasy > Magic\n130 users', 'Childrens\n101 users']",Published September 15th 1995 by Tor Books,Stone of Tears,Terry Goodkind,9780312857066,703,4.09,"['41%', '35%', '17%', '4%', '2%']",111074,1840,https://www.goodreads.com/book/show/234184.Stone_of_Tears,4.6,"['75%', '16%', '5%', '2%', '3%']",1782.0,864.0,https://www.amazon.it/s?k=9780312857066&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
504,512,Fantasy,"['Fantasy\n5,347 users', 'Young Adult\n2,152 users', 'Romance\n1,413 users', 'Retellings\n1,262 users', 'Young Adult > Young Adult Fantasy\n602 users', 'Fiction\n444 users', 'Fantasy > Magic\n318 users', 'Fantasy > Fairy Tales\n259 users', 'Fantasy > Urban Fantasy\n137 users']",Published January 29th 2019 by Bloomsbury YA,A Curse So Dark and Lonely,Brigid Kemmerer,9781681195087,484,4.08,"['37%', '40%', '17%', '4%', '1%']",88656,14742,https://www.goodreads.com/book/show/43204703-a-curse-so-dark-and-lonely,4.5,"['69%', '21%', '7%', '2%', '1%']",4106.0,478.0,https://www.amazon.it/s?k=9781681195087&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
505,513,Fantasy,"['Fantasy\n5,302 users', 'Young Adult\n2,793 users', 'Romance\n1,198 users', 'Paranormal > Angels\n749 users', 'Fantasy > Paranormal\n744 users', 'Fantasy > Urban Fantasy\n528 users', 'Fiction\n486 users', 'Fantasy > Magic\n460 users', 'Young Adult > Young Adult Fantasy\n406 users']","Published April 8th 2014 by Little, Brown & Company",Dreams of Gods & Monsters,Laini Taylor,9780316134071,613,4.1,"['43%', '35%', '16%', '5%', '2%']",105180,11510,https://www.goodreads.com/book/show/13618440-dreams-of-gods-monsters,4.6,"['74%', '17%', '6%', '2%', '1%']",1532.0,825.0,https://www.amazon.it/s?k=9780316134071&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
506,514,Fantasy,"['Fantasy\n5,293 users', 'Classics\n2,543 users', 'Fiction\n2,029 users', 'Historical > Historical Fiction\n767 users', 'Mythology > Arthurian\n534 users', 'Fantasy > Mythology\n387 users', 'Young Adult\n332 users', 'Science Fiction Fantasy\n239 users', 'Adventure\n222 users']",Published June 15th 1987 by Ace (first published 1958),The Once and Future King,T.H. White,9780441627400,639,4.04,"['40%', '35%', '18%', '5%', '3%']",108494,4276,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,4.5,"['73%', '13%', '7%', '3%', '4%']",1840.0,644.0,https://www.amazon.it/s?k=9780441627400&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
507,515,Fantasy,"['Fantasy\n5,284 users', 'Fiction\n1,533 users', 'Historical > Historical Fiction\n1,287 users', 'Young Adult\n742 users', 'Historical\n422 users', 'Magical Realism\n413 users', 'Audiobook\n390 users', 'Adventure\n233 users', 'Writing > Books About Books\n231 users']",Published September 10th 2019 by Redhook,The Ten Thousand Doors of January,Alix E. Harrow,9780316421997,374,4.06,"['39%', '37%', '17%', '5%', '2%']",79274,13557,https://www.goodreads.com/book/show/43521657-the-ten-thousand-doors-of-january,4.4,"['64%', '22%', '9%', '3%', '2%']",5162.0,714.0,https://www.amazon.it/s?k=9780316421997&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
508,516,Fantasy,"['Fantasy\n5,287 users', 'Fiction\n1,754 users', 'Horror\n1,500 users', 'Science Fiction\n496 users', 'Adventure\n280 users', 'Westerns\n280 users', 'Audiobook\n207 users', 'Science Fiction Fantasy\n201 users', 'Apocalyptic > Post Apocalyptic\n128 users']",Published October 2003 by New English Library (first published November 4th 1997),Wizard and Glass,Stephen King,9780340829783,845,4.22,"['48%', '33%', '14%', '4%', '1%']",180275,6519,https://www.goodreads.com/book/show/5096.Wizard_and_Glass,4.7,"['81%', '13%', '4%', '1%', '1%']",2782.0,911.0,https://www.amazon.it/s?k=9780340829783&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
509,517,Fantasy,"['Fantasy\n5,212 users', 'Fiction\n442 users', 'Fantasy > Epic Fantasy\n345 users', 'Fantasy > High Fantasy\n207 users', 'Young Adult\n149 users', 'Science Fiction Fantasy\n146 users', 'Adventure\n113 users', 'Childrens\n92 users', 'Fantasy > Dragons\n85 users']",Published March 2005 by DAW (first published October 25th 1988),The Dragonbone Chair,Tad Williams,9780756402693,672,3.94,"['36%', '35%', '20%', '6%', '3%']",68551,2135,https://www.goodreads.com/book/show/91981.The_Dragonbone_Chair,4.4,"['65%', '21%', '8%', '3%', '3%']",986.0,359.0,https://www.amazon.it/s?k=9780756402693&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
510,518,Fantasy,"['Fantasy\n5,206 users', 'Fiction\n466 users', 'Young Adult\n232 users', 'Fantasy > Epic Fantasy\n226 users', 'Fantasy > High Fantasy\n164 users', 'Adventure\n161 users', 'Science Fiction Fantasy\n161 users', 'Childrens\n118 users', 'Fantasy > Magic\n110 users']",Published June 1983 by Del Rey,Magician's Gambit,David Eddings,9780345335456,305,4.11,"['41%', '36%', '18%', '4%', '1%']",90770,986,https://www.goodreads.com/book/show/44688.Magician_s_Gambit,4.7,"['84%', '11%', '2%', '1%', '1%']",381.0,180.0,https://www.amazon.it/s?k=9780345335456&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
511,519,Fantasy,"['Fantasy\n5,184 users', 'Fiction\n919 users', 'Humor\n854 users', 'Humor > Comedy\n261 users', 'Paranormal > Witches\n177 users', 'Science Fiction Fantasy\n175 users', 'Young Adult\n120 users', 'Fantasy > Magic\n119 users', 'Adventure\n97 users']",Published July 30th 2002 by HarperTorch (first published November 1991),Witches Abroad,Terry Pratchett,9780061020612,374,4.19,"['44%', '36%', '16%', '3%', '1%']",82260,2259,https://www.goodreads.com/book/show/2442.Witches_Abroad,4.8,"['83%', '13%', '3%', '1%', '1%']",2123.0,465.0,https://www.amazon.it/s?k=9780061020612&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
512,520,Fantasy,"['Fantasy\n5,133 users', 'Dungeons and Dragons > Dragonlance\n754 users', 'Fiction\n526 users', 'Fantasy > Dragons\n251 users', 'Fantasy > High Fantasy\n197 users', 'Young Adult\n181 users', 'Fantasy > Epic Fantasy\n160 users', 'Adventure\n159 users', 'Science Fiction Fantasy\n152 users']",Published February 1st 2000 by Wizards of the Coast (first published November 12th 1984),Dragons of Autumn Twilight,Margaret Weis,9780786915743,444,3.98,"['40%', '32%', '19%', '5%', '4%']",113902,2378,https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight,4.6,"['75%', '17%', '5%', '2%', '1%']",2479.0,703.0,https://www.amazon.it/s?k=9780786915743&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
