,level_0,index,Title,ISBN,Author,Auth_Sugg,Book_type,Yes24_link,Link_Naver,Price_Yes,Shelves_Yes,Num_Rev_Yes,Dist_Rat_Cont_Yes,Dist_Rat_Design_Yes,Overall_Rat_Yes,Num_Pages_Yes,Pub_Date_Yes,Num_Rev_ol_Yes,Overall_Rat_ol_Yes,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver
474,261,294,피버 코드,9788983926876,제임스 대시너,James Dashner,도서,http://www.yes24.com/Product/Goods/57703797,http://book.naver.com/bookdb/book_detail.naver?bid=12892152,"13,320원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#영화드라마원작 #디스토피아']",7,"['71%', '29%', '0%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.4,456,2017,278,10.0,13.300,2017.12.27,8.17,15
475,208,217,2017 윔피 키드 벽걸이 캘린더,8809254941518,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/33316516,http://book.naver.com/bookdb/book_detail.naver?bid=11297015,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 놀이 > 1-2학년 만들기/색칠하기/종이접기\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 놀이 > 5-6학년 만들기/색칠하기/종이접기\n  국내도서 > 어린이 > 어린이 교양 > 놀이 > 만들기/색칠하기/종이접기'],18,"['94%', '6%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,24,2016,4,9.6,15.000,2016.11.15,9.67,13
476,206,214,Diary of a Wimpy Kid #1-5 Set (Paperback(5)+CD(10)),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/6749817,http://book.naver.com/bookdb/book_detail.naver?bid=20521675,error,['카테고리 분류\n  국내도서 > 전집 > 초등3-초등고학년 > 국어/수학/영어'],error,[],[],error,224,2010,0,error,11.600,2021.10.26,0.0,0
477,200,207,Diary of a Wimpy Kid 1~7 Set (Paperback(7)),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/9398251,http://book.naver.com/bookdb/book_detail.naver?bid=7638532,error,['카테고리 분류\n  국내도서 > 전집 > 초등3-초등고학년 > 국어/수학/영어'],error,[],[],error,218,2009,0,error,76.700,2014.09.02,8.0,4
478,202,210,Diary of a Wimpy Kid Book 1~6 Set (Paperback(6))(International Edition),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/8400592,error,error,['카테고리 분류\n  국내도서 > 전집 > 초등3-초등고학년 > 국어/수학/영어'],error,[],[],error,216,2012,0,error,error,error,error,error
479,205,213,내가 만드는 윔피 키드,9788965590392,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/7499045,http://book.naver.com/bookdb/book_detail.naver?bid=7002144,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 놀이 > 1-2학년 만들기/색칠하기/종이접기\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 놀이 > 3-4학년 만들기/색칠하기/종이접기\n  국내도서 > 어린이 > 어린이 교양 > 놀이 > 만들기/색칠하기/종이접기'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2012,2,10.0,10.000,2012.09.03,0.0,0
480,188,194,아이세움 윔피 키드 13 14 15 (전3권) 세트,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/97785122,error,"32,400원",['카테고리 분류\n  국내도서 > 전집 > 초등 중학년'],error,[],[],error,224,2020,0,error,error,error,error,error
481,166,172,윔피 키드 1 + 착해도 너무 착한 롤리의 일기 세트,error,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/74279945,error,"21,600원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],59,"['86%', '14%', '0%', '0%', '0%']","['88%', '10%', '2%', '0%', '0%']",9.8,448,2019,0,error,error,error,error,error
482,157,163,윔피 키드 1 리커버,9788937838309,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/29643634,http://book.naver.com/bookdb/book_detail.naver?bid=10844349,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],32,"['78%', '22%', '0%', '0%', '0%']","['81%', '16%', '3%', '0%', '0%']",9.6,224,2016,36,9.4,10.800,2016.07.20,9.75,50
483,197,203,윔피 키드 1-15번 세트 전15권,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/101564625,error,"162,000원",['카테고리 분류\n  국내도서 > 전집 > 초등 중학년'],error,[],[],error,224,2020,0,error,error,error,error,error
484,196,202,윔피 키드 1-15번+ 일기 시리즈 3권 (전18권) 세트,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/101564632,error,"194,400원",['카테고리 분류\n  국내도서 > 전집 > 초등 중학년'],error,[],[],error,264,2020,0,error,error,error,error,error
485,162,168,윔피 키드 10,9788937837784,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/25961009,http://book.naver.com/bookdb/book_detail.naver?bid=10503473,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],35,"['74%', '23%', '3%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.4,220,2016,161,9.8,10.800,2016.04.25,9.14,20
486,170,176,윔피 키드 11,9788937847004,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/33319648,http://book.naver.com/bookdb/book_detail.naver?bid=11297011,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],28,"['71%', '25%', '4%', '0%', '0%']","['68%', '29%', '4%', '0%', '0%']",9.3,224,2016,49,9.6,10.800,2016.11.20,9.5,17
487,184,190,윔피 키드 11-15번 세트 (전5권),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/101564670,error,"54,000원",['카테고리 분류\n  국내도서 > 전집 > 초등 중학년'],error,[],[],error,224,2020,0,error,error,error,error,error
488,167,173,윔피 키드 12,9791162331101,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/57433305,http://book.naver.com/bookdb/book_detail.naver?bid=12805691,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],40,"['100%', '0%', '0%', '0%', '0%']","['98%', '2%', '0%', '0%', '0%']",10.0,224,2017,47,10.0,10.800,2017.11.30,9.91,26
489,163,169,윔피 키드 13,9791162339138,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/66820008,http://book.naver.com/bookdb/book_detail.naver?bid=14153170,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],40,"['90%', '10%', '0%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.8,224,2018,44,9.8,10.800,2018.11.29,10.0,23
490,161,167,윔피 키드 14,9791164134021,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/82778952,http://book.naver.com/bookdb/book_detail.naver?bid=15971398,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],21,"['90%', '10%', '0%', '0%', '0%']","['90%', '10%', '0%', '0%', '0%']",9.8,224,2019,32,9.8,10.800,2019.12.17,10.0,10
491,156,162,윔피 키드 15,9791164137213,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/95997695,http://book.naver.com/bookdb/book_detail.naver?bid=17652007,"10,800원","['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '태그 분류\n#성장동화']",30,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2020,25,9.8,10.800,2020.12.24,10.0,18
492,215,229,윔피 키드 15권 세트,error,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/96019851,error,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],159,"['91%', '8%', '1%', '0%', '0%']","['91%', '9%', '1%', '0%', '0%']",9.8,3,2020,0,error,error,error,error,error
493,217,231,윔피 키드 1~13권 + 착해도 너무 착한 롤리의 일기 세트,error,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/74280514,error,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],380,"['87%', '11%', '1%', '0%', '0%']","['87%', '12%', '1%', '0%', '0%']",9.8,5,2019,0,error,error,error,error,error
494,216,230,윔피 키드 1~13권 세트,error,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/75189651,http://book.naver.com/bookdb/book_detail.naver?bid=16235828,error,['카테고리 분류\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],347,"['86%', '12%', '1%', '0%', '0%']","['86%', '13%', '1%', '0%', '0%']",9.8,error,2019,0,error,166.400,2020.01.01,0.0,0
495,218,233,윔피 키드 1~14권 세트,error,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/82829018,http://book.naver.com/bookdb/book_detail.naver?bid=16658182,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 세트 > 문학'],368,"['87%', '12%', '1%', '0%', '0%']","['87%', '13%', '1%', '0%', '0%']",9.8,3,2019,0,error,140.000,2020.09.15,0.0,0
496,198,204,윔피 키드 1~5권 세트,9791164136919,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/94768284,http://book.naver.com/bookdb/book_detail.naver?bid=17357542,error,"['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 세트 > 문학\n  국내도서 > 어린이 > 어린이 세트 > 초등3~4학년 세트\n  국내도서 > 어린이 > 어린이 세트 > 초등5~6학년 세트', '태그 분류\n#셋뚜셋뚜 #성장물']",error,[],[],error,140,2020,0,error,54.000,2020.11.18,0.0,0
497,158,164,윔피 키드 2,9788937839818,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/32224880,http://book.naver.com/bookdb/book_detail.naver?bid=11054802,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],21,"['81%', '19%', '0%', '0%', '0%']","['76%', '24%', '0%', '0%', '0%']",9.6,224,2016,24,9.8,10.800,2016.09.22,9.29,15
498,159,165,윔피 키드 3,9791162337493,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/64433694,http://book.naver.com/bookdb/book_detail.naver?bid=14012546,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],37,"['89%', '5%', '5%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.7,224,2018,10,9.0,10.800,2018.09.15,9.86,26
499,164,170,윔피 키드 4,9791164136360,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/94418747,http://book.naver.com/bookdb/book_detail.naver?bid=16891501,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],24,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2020,2,9.0,10.800,2020.10.29,0.0,12
500,172,178,윔피 키드 5,9788937839931,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/34193455,http://book.naver.com/bookdb/book_detail.naver?bid=11404745,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],21,"['86%', '14%', '0%', '0%', '0%']","['90%', '10%', '0%', '0%', '0%']",9.8,224,2016,8,10.0,10.800,2016.12.10,9.83,18
501,175,181,윔피 키드 6,9788937839948,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/39289901,http://book.naver.com/bookdb/book_detail.naver?bid=12005939,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],27,"['93%', '4%', '4%', '0%', '0%']","['89%', '11%', '0%', '0%', '0%']",9.8,224,2017,9,10.0,10.800,2017.04.10,9.83,22
502,177,183,윔피 키드 6~10권 세트,9791164136926,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/95313217,http://book.naver.com/bookdb/book_detail.naver?bid=17357083,"54,000원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 세트 > 문학\n  국내도서 > 어린이 > 어린이 세트 > 초등3~4학년 세트\n  국내도서 > 어린이 > 어린이 세트 > 초등5~6학년 세트'],error,[],[],error,2,2020,0,error,54.000,2020.11.18,0.0,0
503,169,175,윔피 키드 7,9791164130603,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/72140681,http://book.naver.com/bookdb/book_detail.naver?bid=14791383,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],18,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2019,6,10.0,10.800,2019.04.11,10.0,7
504,171,177,윔피 키드 8,9791164134700,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/89484947,http://book.naver.com/bookdb/book_detail.naver?bid=16291331,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],20,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2020,5,10.0,10.800,2020.03.10,10.0,12
505,173,179,윔피 키드 9,9791164135691,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/91360085,http://book.naver.com/bookdb/book_detail.naver?bid=16430108,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],13,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,224,2020,1,10.0,10.800,2020.07.28,10.0,10
506,203,211,윔피 키드 Diary of a Wimpy Kid Book #1-7 Set (Paperback(6)+Hardcover(1)),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/8140977,http://book.naver.com/bookdb/book_detail.naver?bid=12194805,error,['카테고리 분류\n  국내도서 > 전집 > 초등고학년-중등 > 국어/수학/영어'],error,[],[],error,224,2012,0,error,154.000,2017.06.23,0.0,0
507,211,221,윔피 키드 MOVIE DIARY,9788993055290,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/3806091,http://book.naver.com/bookdb/book_detail.naver?bid=6263260,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],20,"['85%', '15%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.6,216,2010,0,error,12.000,2010.05.04,9.48,22
508,176,182,윔피 키드 그레그의 영화 일기,9788937888632,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/34972938,http://book.naver.com/bookdb/book_detail.naver?bid=11491852,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],18,"['72%', '22%', '0%', '0%', '6%']","['78%', '17%', '6%', '0%', '0%']",9.3,264,2016,5,10.0,10.800,2016.12.30,9.83,13
509,174,180,윔피 키드 내 마음대로 DIY 일기,9788937839870,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/32403241,http://book.naver.com/bookdb/book_detail.naver?bid=11091658,"10,800원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],18,"['83%', '17%', '0%', '0%', '0%']","['78%', '17%', '6%', '0%', '0%']",9.5,224,2016,6,9.4,10.800,2016.09.30,9.4,13
510,207,215,윔피 키드 세트,9788965590323,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/6322278,http://book.naver.com/bookdb/book_detail.naver?bid=6825329,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],error,[],[],error,153,2012,0,error,81.500,2012.02.10,0.0,2
511,199,205,윔피 키드 세트 10권,9788965590811,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/12469531,http://book.naver.com/bookdb/book_detail.naver?bid=7463183,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],error,[],[],error,2,2014,0,error,108.000,2014.03.21,0.0,0
512,183,189,윔피 키드 시리즈 1-3권 세트 (전3권),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/66300942,http://book.naver.com/bookdb/book_detail.naver?bid=7463183,"32,400원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,108.000,2014.03.21,0.0,0
513,179,185,윔피 키드 영어일기 Writing Diary with a Wimpy Kid,9791155810293,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/15659864,http://book.naver.com/bookdb/book_detail.naver?bid=8592213,"12,420원",['카테고리 분류\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역 > 영어독해/번역\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역 > 영작문\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역'],7,"['57%', '43%', '0%', '0%', '0%']","['43%', '57%', '0%', '0%', '0%']",9.0,364,2015,14,9.0,12.400,2015.02.25,0.0,1
514,180,186,윔피 키드 영어일기 Writing Diary with a Wimpy Kid 2 로드릭의 법칙,9791155810699,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/23386107,http://book.naver.com/bookdb/book_detail.naver?bid=9924041,"12,420원",['카테고리 분류\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역 > 영어독해/번역\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역'],error,[],[],error,368,2016,132,10.0,12.400,2016.01.30,0.0,0
515,213,226,윔피키드 1,9788993055023,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/2901450,http://book.naver.com/bookdb/book_detail.naver?bid=4513691,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],45,"['73%', '24%', '2%', '0%', '0%']","['78%', '20%', '2%', '0%', '0%']",9.5,224,2008,2,10.0,9.500,2008.04.07,9.35,88
516,194,200,윔피키드 1-13권 세트 (전13권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67109499,error,"138,150원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
517,214,227,윔피키드 10권 세트,9788965591313,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/24526751,http://book.naver.com/bookdb/book_detail.naver?bid=10279344,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,2,2016,0,error,86.400,2016.02.15,0.0,1
518,181,187,윔피키드 11-13권 세트 (전3권),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67112031,error,"32,400원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
519,189,195,윔피키드 12-13권 세트 (전2권),error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67112155,error,"21,600원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
520,212,225,윔피키드 2,9788993055030,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/3058059,http://book.naver.com/bookdb/book_detail.naver?bid=4753292,error,['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],15,"['80%', '20%', '0%', '0%', '0%']","['87%', '13%', '0%', '0%', '0%']",9.7,224,2008,2,8.0,9.500,2008.08.30,9.83,22
521,195,201,윔피키드 2-13권 세트 (전12권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67109318,error,"127,350원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
522,186,192,윔피키드 3-13권 세트 (전11권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67109501,error,"116,550원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
523,193,199,윔피키드 4-13권 세트 (전10권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67109504,error,"105,750원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
524,209,219,윔피키드 5,9788965590064,제프 키니,Jeff Kinney,도서,http://www.yes24.com/Product/Goods/4448535,http://book.naver.com/bookdb/book_detail.naver?bid=6418151,error,['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],13,"['92%', '8%', '0%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.8,224,2010,1,10.0,12.000,2010.12.09,9.81,33
525,192,198,윔피키드 5-13권 세트 (전9권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67112023,error,"97,200원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
526,191,197,윔피키드 6-13권 세트 (전8권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67112025,error,"86,400원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
527,185,191,윔피키드 7-13권 세트 (전7권)/사은품증정,error,제프 키니,Jeff Kinney,전집,http://www.yes24.com/Product/Goods/67112026,error,"75,600원",['카테고리 분류\n  국내도서 > 전집 > 단행본 전집'],error,[],[],error,224,2018,0,error,error,error,error,error
